Obs,Ind,Comp,Pred,Time,N,chunks,frame.size
VJR,Analytical,RAW,D,Midday2,0,8,5min
VJR,Analytical,RAW,E,Midday2,0,8,5min
VJR,Analytical,RAW,VJR,Midday2,72,8,5min
D,Analytical,RAW,D,Midnight1,71,8,5min
D,Analytical,RAW,E,Midnight1,1,8,5min
D,Analytical,RAW,VJR,Midnight1,0,8,5min
E,Analytical,RAW,D,Midnight1,3,8,5min
E,Analytical,RAW,E,Midnight1,65,8,5min
E,Analytical,RAW,VJR,Midnight1,4,8,5min
VJR,Analytical,RAW,D,Midnight1,0,8,5min
VJR,Analytical,RAW,E,Midnight1,0,8,5min
VJR,Analytical,RAW,VJR,Midnight1,72,8,5min
D,Analytical,RAW,D,Midnight2,53,8,5min
D,Analytical,RAW,E,Midnight2,19,8,5min
D,Analytical,RAW,VJR,Midnight2,0,8,5min
E,Analytical,RAW,D,Midnight2,6,8,5min
E,Analytical,RAW,E,Midnight2,54,8,5min
E,Analytical,RAW,VJR,Midnight2,12,8,5min
VJR,Analytical,RAW,D,Midnight2,0,8,5min
VJR,Analytical,RAW,E,Midnight2,1,8,5min
VJR,Analytical,RAW,VJR,Midnight2,71,8,5min
D,Analytical,RAW,D,Whole Day,479,None,5min
D,Analytical,RAW,E,Whole Day,68,None,5min
D,Analytical,RAW,VJR,Whole Day,53,None,5min
E,Analytical,RAW,D,Whole Day,92,None,5min
E,Analytical,RAW,E,Whole Day,425,None,5min
E,Analytical,RAW,VJR,Whole Day,47,None,5min
VJR,Analytical,RAW,D,Whole Day,9,None,5min
VJR,Analytical,RAW,E,Whole Day,60,None,5min
VJR,Analytical,RAW,VJR,Whole Day,487,None,5min
D,Analytical,VBR0,D,Dawn1,39,12,5min
D,Analytical,VBR0,E,Dawn1,0,12,5min
D,Analytical,VBR0,VJR,Dawn1,9,12,5min
E,Analytical,VBR0,D,Dawn1,9,12,5min
E,Analytical,VBR0,E,Dawn1,38,12,5min
E,Analytical,VBR0,VJR,Dawn1,1,12,5min
VJR,Analytical,VBR0,D,Dawn1,3,12,5min
VJR,Analytical,VBR0,E,Dawn1,4,12,5min
VJR,Analytical,VBR0,VJR,Dawn1,41,12,5min
D,Analytical,VBR0,D,Dawn2,32,12,5min
D,Analytical,VBR0,E,Dawn2,6,12,5min
D,Analytical,VBR0,VJR,Dawn2,10,12,5min
E,Analytical,VBR0,D,Dawn2,2,12,5min
E,Analytical,VBR0,E,Dawn2,41,12,5min
E,Analytical,VBR0,VJR,Dawn2,5,12,5min
VJR,Analytical,VBR0,D,Dawn2,8,12,5min
VJR,Analytical,VBR0,E,Dawn2,8,12,5min
VJR,Analytical,VBR0,VJR,Dawn2,32,12,5min
D,Analytical,VBR0,D,Dawn3,42,12,5min
D,Analytical,VBR0,E,Dawn3,8,12,5min
D,Analytical,VBR0,VJR,Dawn3,11,12,5min
E,Analytical,VBR0,D,Dawn3,7,12,5min
E,Analytical,VBR0,E,Dawn3,18,12,5min
E,Analytical,VBR0,VJR,Dawn3,10,12,5min
VJR,Analytical,VBR0,D,Dawn3,2,12,5min
VJR,Analytical,VBR0,E,Dawn3,5,12,5min
VJR,Analytical,VBR0,VJR,Dawn3,30,12,5min
D,Analytical,VBR0,D,Dusk1,37,12,5min
D,Analytical,VBR0,E,Dusk1,0,12,5min
D,Analytical,VBR0,VJR,Dusk1,11,12,5min
E,Analytical,VBR0,D,Dusk1,0,12,5min
E,Analytical,VBR0,E,Dusk1,30,12,5min
E,Analytical,VBR0,VJR,Dusk1,18,12,5min
VJR,Analytical,VBR0,D,Dusk1,3,12,5min
VJR,Analytical,VBR0,E,Dusk1,7,12,5min
VJR,Analytical,VBR0,VJR,Dusk1,38,12,5min
D,Analytical,VBR0,D,Dusk2,28,12,5min
D,Analytical,VBR0,E,Dusk2,0,12,5min
D,Analytical,VBR0,VJR,Dusk2,20,12,5min
E,Analytical,VBR0,D,Dusk2,11,12,5min
E,Analytical,VBR0,E,Dusk2,34,12,5min
E,Analytical,VBR0,VJR,Dusk2,3,12,5min
VJR,Analytical,VBR0,D,Dusk2,2,12,5min
VJR,Analytical,VBR0,E,Dusk2,23,12,5min
VJR,Analytical,VBR0,VJR,Dusk2,23,12,5min
D,Analytical,VBR0,D,Dusk3,17,12,5min
D,Analytical,VBR0,E,Dusk3,2,12,5min
D,Analytical,VBR0,VJR,Dusk3,29,12,5min
E,Analytical,VBR0,D,Dusk3,7,12,5min
E,Analytical,VBR0,E,Dusk3,25,12,5min
E,Analytical,VBR0,VJR,Dusk3,16,12,5min
VJR,Analytical,VBR0,D,Dusk3,1,12,5min
VJR,Analytical,VBR0,E,Dusk3,3,12,5min
VJR,Analytical,VBR0,VJR,Dusk3,44,12,5min
D,Analytical,VBR0,D,Midday1,46,12,5min
D,Analytical,VBR0,E,Midday1,7,12,5min
D,Analytical,VBR0,VJR,Midday1,11,12,5min
E,Analytical,VBR0,D,Midday1,25,12,5min
E,Analytical,VBR0,E,Midday1,18,12,5min
E,Analytical,VBR0,VJR,Midday1,5,12,5min
VJR,Analytical,VBR0,D,Midday1,17,12,5min
VJR,Analytical,VBR0,E,Midday1,0,12,5min
VJR,Analytical,VBR0,VJR,Midday1,17,12,5min
D,Analytical,VBR0,D,Midday2,40,12,5min
D,Analytical,VBR0,E,Midday2,0,12,5min
D,Analytical,VBR0,VJR,Midday2,8,12,5min
E,Analytical,VBR0,D,Midday2,21,12,5min
E,Analytical,VBR0,E,Midday2,21,12,5min
E,Analytical,VBR0,VJR,Midday2,6,12,5min
VJR,Analytical,VBR0,D,Midday2,2,12,5min
VJR,Analytical,VBR0,E,Midday2,7,12,5min
VJR,Analytical,VBR0,VJR,Midday2,39,12,5min
D,Analytical,VBR0,D,Midday3,25,12,5min
D,Analytical,VBR0,E,Midday3,2,12,5min
D,Analytical,VBR0,VJR,Midday3,21,12,5min
E,Analytical,VBR0,D,Midday3,0,12,5min
E,Analytical,VBR0,E,Midday3,30,12,5min
E,Analytical,VBR0,VJR,Midday3,18,12,5min
VJR,Analytical,VBR0,D,Midday3,7,12,5min
VJR,Analytical,VBR0,E,Midday3,5,12,5min
VJR,Analytical,VBR0,VJR,Midday3,36,12,5min
D,Analytical,VBR0,D,Midnight1,19,12,5min
D,Analytical,VBR0,E,Midnight1,0,12,5min
D,Analytical,VBR0,VJR,Midnight1,29,12,5min
E,Analytical,VBR0,D,Midnight1,7,12,5min
E,Analytical,VBR0,E,Midnight1,36,12,5min
E,Analytical,VBR0,VJR,Midnight1,5,12,5min
VJR,Analytical,VBR0,D,Midnight1,0,12,5min
VJR,Analytical,VBR0,E,Midnight1,16,12,5min
VJR,Analytical,VBR0,VJR,Midnight1,32,12,5min
D,Analytical,VBR0,D,Midnight2,43,12,5min
D,Analytical,VBR0,E,Midnight2,5,12,5min
D,Analytical,VBR0,VJR,Midnight2,0,12,5min
E,Analytical,VBR0,D,Midnight2,0,12,5min
E,Analytical,VBR0,E,Midnight2,41,12,5min
E,Analytical,VBR0,VJR,Midnight2,7,12,5min
VJR,Analytical,VBR0,D,Midnight2,3,12,5min
VJR,Analytical,VBR0,E,Midnight2,0,12,5min
VJR,Analytical,VBR0,VJR,Midnight2,45,12,5min
D,Analytical,VBR0,D,Midnight3,34,12,5min
D,Analytical,VBR0,E,Midnight3,14,12,5min
D,Analytical,VBR0,VJR,Midnight3,0,12,5min
E,Analytical,VBR0,D,Midnight3,5,12,5min
E,Analytical,VBR0,E,Midnight3,43,12,5min
E,Analytical,VBR0,VJR,Midnight3,0,12,5min
VJR,Analytical,VBR0,D,Midnight3,0,12,5min
VJR,Analytical,VBR0,E,Midnight3,21,12,5min
VJR,Analytical,VBR0,VJR,Midnight3,27,12,5min
D,Analytical,VBR0,D,Dawn,108,4,5min
D,Analytical,VBR0,E,Dawn,11,4,5min
D,Analytical,VBR0,VJR,Dawn,38,4,5min
E,Analytical,VBR0,D,Dawn,8,4,5min
E,Analytical,VBR0,E,Dawn,97,4,5min
E,Analytical,VBR0,VJR,Dawn,26,4,5min
VJR,Analytical,VBR0,D,Dawn,8,4,5min
VJR,Analytical,VBR0,E,Dawn,19,4,5min
VJR,Analytical,VBR0,VJR,Dawn,106,4,5min
D,Analytical,VBR0,D,Dusk,85,4,5min
D,Analytical,VBR0,E,Dusk,6,4,5min
D,Analytical,VBR0,VJR,Dusk,53,4,5min
E,Analytical,VBR0,D,Dusk,17,4,5min
E,Analytical,VBR0,E,Dusk,96,4,5min
E,Analytical,VBR0,VJR,Dusk,31,4,5min
VJR,Analytical,VBR0,D,Dusk,14,4,5min
VJR,Analytical,VBR0,E,Dusk,35,4,5min
VJR,Analytical,VBR0,VJR,Dusk,95,4,5min
D,Analytical,VBR0,D,Midday,122,4,5min
D,Analytical,VBR0,E,Midday,17,4,5min
D,Analytical,VBR0,VJR,Midday,21,4,5min
E,Analytical,VBR0,D,Midday,42,4,5min
E,Analytical,VBR0,E,Midday,65,4,5min
E,Analytical,VBR0,VJR,Midday,37,4,5min
VJR,Analytical,VBR0,D,Midday,4,4,5min
VJR,Analytical,VBR0,E,Midday,6,4,5min
VJR,Analytical,VBR0,VJR,Midday,120,4,5min
D,Analytical,VBR0,D,Midnight,122,4,5min
D,Analytical,VBR0,E,Midnight,4,4,5min
D,Analytical,VBR0,VJR,Midnight,18,4,5min
E,Analytical,VBR0,D,Midnight,7,4,5min
E,Analytical,VBR0,E,Midnight,125,4,5min
E,Analytical,VBR0,VJR,Midnight,12,4,5min
VJR,Analytical,VBR0,D,Midnight,7,4,5min
VJR,Analytical,VBR0,E,Midnight,11,4,5min
VJR,Analytical,VBR0,VJR,Midnight,126,4,5min
D,Analytical,VBR0,D,Dawn1,51,8,5min
D,Analytical,VBR0,E,Dawn1,2,8,5min
D,Analytical,VBR0,VJR,Dawn1,19,8,5min
E,Analytical,VBR0,D,Dawn1,3,8,5min
E,Analytical,VBR0,E,Dawn1,66,8,5min
E,Analytical,VBR0,VJR,Dawn1,3,8,5min
VJR,Analytical,VBR0,D,Dawn1,3,8,5min
VJR,Analytical,VBR0,E,Dawn1,11,8,5min
VJR,Analytical,VBR0,VJR,Dawn1,58,8,5min
D,Analytical,VBR0,D,Dawn2,65,8,5min
D,Analytical,VBR0,E,Dawn2,10,8,5min
D,Analytical,VBR0,VJR,Dawn2,10,8,5min
E,Analytical,VBR0,D,Dawn2,14,8,5min
E,Analytical,VBR0,E,Dawn2,30,8,5min
E,Analytical,VBR0,VJR,Dawn2,15,8,5min
VJR,Analytical,VBR0,D,Dawn2,6,8,5min
VJR,Analytical,VBR0,E,Dawn2,8,8,5min
VJR,Analytical,VBR0,VJR,Dawn2,47,8,5min
D,Analytical,VBR0,D,Dusk1,61,8,5min
D,Analytical,VBR0,E,Dusk1,0,8,5min
D,Analytical,VBR0,VJR,Dusk1,11,8,5min
E,Analytical,VBR0,D,Dusk1,0,8,5min
E,Analytical,VBR0,E,Dusk1,61,8,5min
E,Analytical,VBR0,VJR,Dusk1,11,8,5min
VJR,Analytical,VBR0,D,Dusk1,6,8,5min
VJR,Analytical,VBR0,E,Dusk1,19,8,5min
VJR,Analytical,VBR0,VJR,Dusk1,47,8,5min
D,Analytical,VBR0,D,Dusk2,42,8,5min
D,Analytical,VBR0,E,Dusk2,1,8,5min
D,Analytical,VBR0,VJR,Dusk2,29,8,5min
E,Analytical,VBR0,D,Dusk2,21,8,5min
E,Analytical,VBR0,E,Dusk2,34,8,5min
E,Analytical,VBR0,VJR,Dusk2,17,8,5min
VJR,Analytical,VBR0,D,Dusk2,1,8,5min
VJR,Analytical,VBR0,E,Dusk2,14,8,5min
VJR,Analytical,VBR0,VJR,Dusk2,57,8,5min
D,Analytical,VBR0,D,Midday1,66,8,5min
D,Analytical,VBR0,E,Midday1,7,8,5min
D,Analytical,VBR0,VJR,Midday1,15,8,5min
E,Analytical,VBR0,D,Midday1,47,8,5min
E,Analytical,VBR0,E,Midday1,17,8,5min
E,Analytical,VBR0,VJR,Midday1,8,8,5min
VJR,Analytical,VBR0,D,Midday1,18,8,5min
VJR,Analytical,VBR0,E,Midday1,1,8,5min
VJR,Analytical,VBR0,VJR,Midday1,39,8,5min
D,Analytical,VBR0,D,Midday2,46,8,5min
D,Analytical,VBR0,E,Midday2,8,8,5min
D,Analytical,VBR0,VJR,Midday2,18,8,5min
E,Analytical,VBR0,D,Midday2,4,8,5min
E,Analytical,VBR0,E,Midday2,57,8,5min
E,Analytical,VBR0,VJR,Midday2,11,8,5min
VJR,Analytical,VBR0,D,Midday2,4,8,5min
VJR,Analytical,VBR0,E,Midday2,4,8,5min
VJR,Analytical,VBR0,VJR,Midday2,64,8,5min
D,Analytical,VBR0,D,Midnight1,66,8,5min
D,Analytical,VBR0,E,Midnight1,2,8,5min
D,Analytical,VBR0,VJR,Midnight1,4,8,5min
E,Analytical,VBR0,D,Midnight1,2,8,5min
E,Analytical,VBR0,E,Midnight1,50,8,5min
E,Analytical,VBR0,VJR,Midnight1,20,8,5min
VJR,Analytical,VBR0,D,Midnight1,0,8,5min
VJR,Analytical,VBR0,E,Midnight1,5,8,5min
VJR,Analytical,VBR0,VJR,Midnight1,67,8,5min
D,Analytical,VBR0,D,Midnight2,37,8,5min
D,Analytical,VBR0,E,Midnight2,31,8,5min
D,Analytical,VBR0,VJR,Midnight2,4,8,5min
E,Analytical,VBR0,D,Midnight2,7,8,5min
E,Analytical,VBR0,E,Midnight2,65,8,5min
E,Analytical,VBR0,VJR,Midnight2,0,8,5min
VJR,Analytical,VBR0,D,Midnight2,4,8,5min
VJR,Analytical,VBR0,E,Midnight2,6,8,5min
VJR,Analytical,VBR0,VJR,Midnight2,62,8,5min
D,Analytical,VBR0,D,Whole Day,435,None,5min
D,Analytical,VBR0,E,Whole Day,64,None,5min
D,Analytical,VBR0,VJR,Whole Day,106,None,5min
E,Analytical,VBR0,D,Whole Day,73,None,5min
E,Analytical,VBR0,E,Whole Day,411,None,5min
E,Analytical,VBR0,VJR,Whole Day,79,None,5min
VJR,Analytical,VBR0,D,Whole Day,30,None,5min
VJR,Analytical,VBR0,E,Whole Day,87,None,5min
VJR,Analytical,VBR0,VJR,Whole Day,434,None,5min
D,AudioSet,CBR128,D,Dawn1,24,12,10min
D,AudioSet,CBR128,E,Dawn1,0,12,10min
D,AudioSet,CBR128,VJR,Dawn1,0,12,10min
E,AudioSet,CBR128,D,Dawn1,0,12,10min
E,AudioSet,CBR128,E,Dawn1,24,12,10min
E,AudioSet,CBR128,VJR,Dawn1,0,12,10min
VJR,AudioSet,CBR128,D,Dawn1,0,12,10min
VJR,AudioSet,CBR128,E,Dawn1,10,12,10min
VJR,AudioSet,CBR128,VJR,Dawn1,14,12,10min
D,AudioSet,CBR128,D,Dawn2,24,12,10min
D,AudioSet,CBR128,E,Dawn2,0,12,10min
D,AudioSet,CBR128,VJR,Dawn2,0,12,10min
E,AudioSet,CBR128,D,Dawn2,0,12,10min
E,AudioSet,CBR128,E,Dawn2,24,12,10min
E,AudioSet,CBR128,VJR,Dawn2,0,12,10min
VJR,AudioSet,CBR128,D,Dawn2,0,12,10min
VJR,AudioSet,CBR128,E,Dawn2,1,12,10min
VJR,AudioSet,CBR128,VJR,Dawn2,23,12,10min
D,AudioSet,CBR128,D,Dawn3,30,12,10min
D,AudioSet,CBR128,E,Dawn3,0,12,10min
D,AudioSet,CBR128,VJR,Dawn3,2,12,10min
E,AudioSet,CBR128,D,Dawn3,0,12,10min
E,AudioSet,CBR128,E,Dawn3,17,12,10min
E,AudioSet,CBR128,VJR,Dawn3,1,12,10min
VJR,AudioSet,CBR128,D,Dawn3,0,12,10min
VJR,AudioSet,CBR128,E,Dawn3,2,12,10min
VJR,AudioSet,CBR128,VJR,Dawn3,18,12,10min
D,AudioSet,CBR128,D,Dusk1,23,12,10min
D,AudioSet,CBR128,E,Dusk1,1,12,10min
D,AudioSet,CBR128,VJR,Dusk1,0,12,10min
E,AudioSet,CBR128,D,Dusk1,1,12,10min
E,AudioSet,CBR128,E,Dusk1,21,12,10min
E,AudioSet,CBR128,VJR,Dusk1,2,12,10min
VJR,AudioSet,CBR128,D,Dusk1,0,12,10min
VJR,AudioSet,CBR128,E,Dusk1,0,12,10min
VJR,AudioSet,CBR128,VJR,Dusk1,24,12,10min
D,AudioSet,CBR128,D,Dusk2,22,12,10min
D,AudioSet,CBR128,E,Dusk2,2,12,10min
D,AudioSet,CBR128,VJR,Dusk2,0,12,10min
E,AudioSet,CBR128,D,Dusk2,2,12,10min
E,AudioSet,CBR128,E,Dusk2,19,12,10min
E,AudioSet,CBR128,VJR,Dusk2,3,12,10min
VJR,AudioSet,CBR128,D,Dusk2,0,12,10min
VJR,AudioSet,CBR128,E,Dusk2,1,12,10min
VJR,AudioSet,CBR128,VJR,Dusk2,23,12,10min
D,AudioSet,CBR128,D,Dusk3,24,12,10min
D,AudioSet,CBR128,E,Dusk3,0,12,10min
D,AudioSet,CBR128,VJR,Dusk3,0,12,10min
E,AudioSet,CBR128,D,Dusk3,0,12,10min
E,AudioSet,CBR128,E,Dusk3,15,12,10min
E,AudioSet,CBR128,VJR,Dusk3,9,12,10min
VJR,AudioSet,CBR128,D,Dusk3,0,12,10min
VJR,AudioSet,CBR128,E,Dusk3,0,12,10min
VJR,AudioSet,CBR128,VJR,Dusk3,24,12,10min
D,AudioSet,CBR128,D,Midday1,27,12,10min
D,AudioSet,CBR128,E,Midday1,0,12,10min
D,AudioSet,CBR128,VJR,Midday1,1,12,10min
E,AudioSet,CBR128,D,Midday1,0,12,10min
E,AudioSet,CBR128,E,Midday1,22,12,10min
E,AudioSet,CBR128,VJR,Midday1,2,12,10min
VJR,AudioSet,CBR128,D,Midday1,0,12,10min
VJR,AudioSet,CBR128,E,Midday1,0,12,10min
VJR,AudioSet,CBR128,VJR,Midday1,18,12,10min
D,AudioSet,CBR128,D,Midday2,21,12,10min
D,AudioSet,CBR128,E,Midday2,3,12,10min
D,AudioSet,CBR128,VJR,Midday2,0,12,10min
E,AudioSet,CBR128,D,Midday2,0,12,10min
E,AudioSet,CBR128,E,Midday2,24,12,10min
E,AudioSet,CBR128,VJR,Midday2,0,12,10min
VJR,AudioSet,CBR128,D,Midday2,0,12,10min
VJR,AudioSet,CBR128,E,Midday2,3,12,10min
VJR,AudioSet,CBR128,VJR,Midday2,21,12,10min
D,AudioSet,CBR128,D,Midday3,24,12,10min
D,AudioSet,CBR128,E,Midday3,0,12,10min
D,AudioSet,CBR128,VJR,Midday3,0,12,10min
E,AudioSet,CBR128,D,Midday3,1,12,10min
E,AudioSet,CBR128,E,Midday3,23,12,10min
E,AudioSet,CBR128,VJR,Midday3,0,12,10min
VJR,AudioSet,CBR128,D,Midday3,0,12,10min
VJR,AudioSet,CBR128,E,Midday3,0,12,10min
VJR,AudioSet,CBR128,VJR,Midday3,24,12,10min
D,AudioSet,CBR128,D,Midnight1,24,12,10min
D,AudioSet,CBR128,E,Midnight1,0,12,10min
D,AudioSet,CBR128,VJR,Midnight1,0,12,10min
E,AudioSet,CBR128,D,Midnight1,0,12,10min
E,AudioSet,CBR128,E,Midnight1,13,12,10min
E,AudioSet,CBR128,VJR,Midnight1,11,12,10min
VJR,AudioSet,CBR128,D,Midnight1,0,12,10min
VJR,AudioSet,CBR128,E,Midnight1,0,12,10min
VJR,AudioSet,CBR128,VJR,Midnight1,24,12,10min
D,AudioSet,CBR128,D,Midnight2,24,12,10min
D,AudioSet,CBR128,E,Midnight2,0,12,10min
D,AudioSet,CBR128,VJR,Midnight2,0,12,10min
E,AudioSet,CBR128,D,Midnight2,0,12,10min
E,AudioSet,CBR128,E,Midnight2,24,12,10min
E,AudioSet,CBR128,VJR,Midnight2,0,12,10min
VJR,AudioSet,CBR128,D,Midnight2,0,12,10min
VJR,AudioSet,CBR128,E,Midnight2,0,12,10min
VJR,AudioSet,CBR128,VJR,Midnight2,24,12,10min
D,AudioSet,CBR128,D,Midnight3,24,12,10min
D,AudioSet,CBR128,E,Midnight3,0,12,10min
D,AudioSet,CBR128,VJR,Midnight3,0,12,10min
E,AudioSet,CBR128,D,Midnight3,0,12,10min
E,AudioSet,CBR128,E,Midnight3,24,12,10min
E,AudioSet,CBR128,VJR,Midnight3,0,12,10min
VJR,AudioSet,CBR128,D,Midnight3,0,12,10min
VJR,AudioSet,CBR128,E,Midnight3,0,12,10min
VJR,AudioSet,CBR128,VJR,Midnight3,24,12,10min
D,AudioSet,CBR128,D,Dawn,80,4,10min
D,AudioSet,CBR128,E,Dawn,0,4,10min
D,AudioSet,CBR128,VJR,Dawn,0,4,10min
E,AudioSet,CBR128,D,Dawn,0,4,10min
E,AudioSet,CBR128,E,Dawn,63,4,10min
E,AudioSet,CBR128,VJR,Dawn,3,4,10min
VJR,AudioSet,CBR128,D,Dawn,0,4,10min
VJR,AudioSet,CBR128,E,Dawn,8,4,10min
VJR,AudioSet,CBR128,VJR,Dawn,60,4,10min
D,AudioSet,CBR128,D,Dusk,69,4,10min
D,AudioSet,CBR128,E,Dusk,3,4,10min
D,AudioSet,CBR128,VJR,Dusk,0,4,10min
E,AudioSet,CBR128,D,Dusk,6,4,10min
E,AudioSet,CBR128,E,Dusk,50,4,10min
E,AudioSet,CBR128,VJR,Dusk,16,4,10min
VJR,AudioSet,CBR128,D,Dusk,3,4,10min
VJR,AudioSet,CBR128,E,Dusk,1,4,10min
VJR,AudioSet,CBR128,VJR,Dusk,68,4,10min
D,AudioSet,CBR128,D,Midday,74,4,10min
D,AudioSet,CBR128,E,Midday,1,4,10min
D,AudioSet,CBR128,VJR,Midday,1,4,10min
E,AudioSet,CBR128,D,Midday,0,4,10min
E,AudioSet,CBR128,E,Midday,70,4,10min
E,AudioSet,CBR128,VJR,Midday,2,4,10min
VJR,AudioSet,CBR128,D,Midday,0,4,10min
VJR,AudioSet,CBR128,E,Midday,0,4,10min
VJR,AudioSet,CBR128,VJR,Midday,66,4,10min
D,AudioSet,CBR128,D,Midnight,72,4,10min
D,AudioSet,CBR128,E,Midnight,0,4,10min
D,AudioSet,CBR128,VJR,Midnight,0,4,10min
E,AudioSet,CBR128,D,Midnight,0,4,10min
E,AudioSet,CBR128,E,Midnight,71,4,10min
E,AudioSet,CBR128,VJR,Midnight,1,4,10min
VJR,AudioSet,CBR128,D,Midnight,0,4,10min
VJR,AudioSet,CBR128,E,Midnight,0,4,10min
VJR,AudioSet,CBR128,VJR,Midnight,72,4,10min
D,AudioSet,CBR128,D,Dawn1,36,8,10min
D,AudioSet,CBR128,E,Dawn1,0,8,10min
D,AudioSet,CBR128,VJR,Dawn1,0,8,10min
E,AudioSet,CBR128,D,Dawn1,0,8,10min
E,AudioSet,CBR128,E,Dawn1,36,8,10min
E,AudioSet,CBR128,VJR,Dawn1,0,8,10min
VJR,AudioSet,CBR128,D,Dawn1,0,8,10min
VJR,AudioSet,CBR128,E,Dawn1,8,8,10min
VJR,AudioSet,CBR128,VJR,Dawn1,28,8,10min
D,AudioSet,CBR128,D,Dawn2,42,8,10min
D,AudioSet,CBR128,E,Dawn2,0,8,10min
D,AudioSet,CBR128,VJR,Dawn2,2,8,10min
E,AudioSet,CBR128,D,Dawn2,0,8,10min
E,AudioSet,CBR128,E,Dawn2,29,8,10min
E,AudioSet,CBR128,VJR,Dawn2,1,8,10min
VJR,AudioSet,CBR128,D,Dawn2,0,8,10min
VJR,AudioSet,CBR128,E,Dawn2,2,8,10min
VJR,AudioSet,CBR128,VJR,Dawn2,30,8,10min
D,AudioSet,CBR128,D,Dusk1,33,8,10min
D,AudioSet,CBR128,E,Dusk1,3,8,10min
D,AudioSet,CBR128,VJR,Dusk1,0,8,10min
E,AudioSet,CBR128,D,Dusk1,2,8,10min
E,AudioSet,CBR128,E,Dusk1,32,8,10min
E,AudioSet,CBR128,VJR,Dusk1,2,8,10min
VJR,AudioSet,CBR128,D,Dusk1,0,8,10min
VJR,AudioSet,CBR128,E,Dusk1,3,8,10min
VJR,AudioSet,CBR128,VJR,Dusk1,33,8,10min
D,AudioSet,CBR128,D,Dusk2,36,8,10min
D,AudioSet,CBR128,E,Dusk2,0,8,10min
D,AudioSet,CBR128,VJR,Dusk2,0,8,10min
E,AudioSet,CBR128,D,Dusk2,0,8,10min
E,AudioSet,CBR128,E,Dusk2,25,8,10min
E,AudioSet,CBR128,VJR,Dusk2,11,8,10min
VJR,AudioSet,CBR128,D,Dusk2,0,8,10min
VJR,AudioSet,CBR128,E,Dusk2,0,8,10min
VJR,AudioSet,CBR128,VJR,Dusk2,36,8,10min
D,AudioSet,CBR128,D,Midday1,37,8,10min
D,AudioSet,CBR128,E,Midday1,1,8,10min
D,AudioSet,CBR128,VJR,Midday1,2,8,10min
E,AudioSet,CBR128,D,Midday1,0,8,10min
E,AudioSet,CBR128,E,Midday1,34,8,10min
E,AudioSet,CBR128,VJR,Midday1,2,8,10min
VJR,AudioSet,CBR128,D,Midday1,0,8,10min
VJR,AudioSet,CBR128,E,Midday1,0,8,10min
VJR,AudioSet,CBR128,VJR,Midday1,30,8,10min
D,AudioSet,CBR128,D,Midday2,36,8,10min
D,AudioSet,CBR128,E,Midday2,0,8,10min
D,AudioSet,CBR128,VJR,Midday2,0,8,10min
E,AudioSet,CBR128,D,Midday2,0,8,10min
E,AudioSet,CBR128,E,Midday2,36,8,10min
E,AudioSet,CBR128,VJR,Midday2,0,8,10min
VJR,AudioSet,CBR128,D,Midday2,0,8,10min
VJR,AudioSet,CBR128,E,Midday2,1,8,10min
VJR,AudioSet,CBR128,VJR,Midday2,35,8,10min
D,AudioSet,CBR128,D,Midnight1,36,8,10min
D,AudioSet,CBR128,E,Midnight1,0,8,10min
D,AudioSet,CBR128,VJR,Midnight1,0,8,10min
E,AudioSet,CBR128,D,Midnight1,0,8,10min
E,AudioSet,CBR128,E,Midnight1,34,8,10min
E,AudioSet,CBR128,VJR,Midnight1,2,8,10min
VJR,AudioSet,CBR128,D,Midnight1,0,8,10min
VJR,AudioSet,CBR128,E,Midnight1,0,8,10min
VJR,AudioSet,CBR128,VJR,Midnight1,36,8,10min
D,AudioSet,CBR128,D,Midnight2,35,8,10min
D,AudioSet,CBR128,E,Midnight2,1,8,10min
D,AudioSet,CBR128,VJR,Midnight2,0,8,10min
E,AudioSet,CBR128,D,Midnight2,0,8,10min
E,AudioSet,CBR128,E,Midnight2,36,8,10min
E,AudioSet,CBR128,VJR,Midnight2,0,8,10min
VJR,AudioSet,CBR128,D,Midnight2,0,8,10min
VJR,AudioSet,CBR128,E,Midnight2,0,8,10min
VJR,AudioSet,CBR128,VJR,Midnight2,36,8,10min
D,AudioSet,CBR128,D,Whole Day,289,None,10min
D,AudioSet,CBR128,E,Whole Day,9,None,10min
D,AudioSet,CBR128,VJR,Whole Day,2,None,10min
E,AudioSet,CBR128,D,Whole Day,4,None,10min
E,AudioSet,CBR128,E,Whole Day,251,None,10min
E,AudioSet,CBR128,VJR,Whole Day,27,None,10min
VJR,AudioSet,CBR128,D,Whole Day,8,None,10min
VJR,AudioSet,CBR128,E,Whole Day,6,None,10min
VJR,AudioSet,CBR128,VJR,Whole Day,264,None,10min
D,AudioSet,CBR16,D,Dawn1,22,12,10min
D,AudioSet,CBR16,E,Dawn1,1,12,10min
D,AudioSet,CBR16,VJR,Dawn1,0,12,10min
E,AudioSet,CBR16,D,Dawn1,0,12,10min
E,AudioSet,CBR16,E,Dawn1,23,12,10min
E,AudioSet,CBR16,VJR,Dawn1,1,12,10min
VJR,AudioSet,CBR16,D,Dawn1,0,12,10min
VJR,AudioSet,CBR16,E,Dawn1,12,12,10min
VJR,AudioSet,CBR16,VJR,Dawn1,12,12,10min
D,AudioSet,CBR16,D,Dawn2,23,12,10min
D,AudioSet,CBR16,E,Dawn2,0,12,10min
D,AudioSet,CBR16,VJR,Dawn2,0,12,10min
