Obs,Ind,Comp,Pred,Time,N,chunks,frame.size
D,Analytical,VBR0,VJR,Midday2,1,8,2.5min
E,Analytical,VBR0,D,Midday2,6,8,2.5min
E,Analytical,VBR0,E,Midday2,129,8,2.5min
E,Analytical,VBR0,VJR,Midday2,9,8,2.5min
VJR,Analytical,VBR0,D,Midday2,1,8,2.5min
VJR,Analytical,VBR0,E,Midday2,2,8,2.5min
VJR,Analytical,VBR0,VJR,Midday2,140,8,2.5min
D,Analytical,VBR0,D,Midnight1,142,8,2.5min
D,Analytical,VBR0,E,Midnight1,2,8,2.5min
D,Analytical,VBR0,VJR,Midnight1,0,8,2.5min
E,Analytical,VBR0,D,Midnight1,5,8,2.5min
E,Analytical,VBR0,E,Midnight1,118,8,2.5min
E,Analytical,VBR0,VJR,Midnight1,21,8,2.5min
VJR,Analytical,VBR0,D,Midnight1,0,8,2.5min
VJR,Analytical,VBR0,E,Midnight1,68,8,2.5min
VJR,Analytical,VBR0,VJR,Midnight1,75,8,2.5min
D,Analytical,VBR0,D,Midnight2,106,8,2.5min
D,Analytical,VBR0,E,Midnight2,19,8,2.5min
D,Analytical,VBR0,VJR,Midnight2,19,8,2.5min
E,Analytical,VBR0,D,Midnight2,9,8,2.5min
E,Analytical,VBR0,E,Midnight2,111,8,2.5min
E,Analytical,VBR0,VJR,Midnight2,24,8,2.5min
VJR,Analytical,VBR0,D,Midnight2,0,8,2.5min
VJR,Analytical,VBR0,E,Midnight2,46,8,2.5min
VJR,Analytical,VBR0,VJR,Midnight2,98,8,2.5min
D,Analytical,VBR0,D,Whole Day,929,None,2.5min
D,Analytical,VBR0,E,Whole Day,223,None,2.5min
D,Analytical,VBR0,VJR,Whole Day,48,None,2.5min
E,Analytical,VBR0,D,Whole Day,190,None,2.5min
E,Analytical,VBR0,E,Whole Day,752,None,2.5min
E,Analytical,VBR0,VJR,Whole Day,186,None,2.5min
VJR,Analytical,VBR0,D,Whole Day,10,None,2.5min
VJR,Analytical,VBR0,E,Whole Day,233,None,2.5min
VJR,Analytical,VBR0,VJR,Whole Day,866,None,2.5min
D,Analytical,CBR128,D,Dawn1,8,12,20min
D,Analytical,CBR128,E,Dawn1,2,12,20min
D,Analytical,CBR128,VJR,Dawn1,2,12,20min
E,Analytical,CBR128,D,Dawn1,0,12,20min
E,Analytical,CBR128,E,Dawn1,8,12,20min
E,Analytical,CBR128,VJR,Dawn1,4,12,20min
VJR,Analytical,CBR128,D,Dawn1,0,12,20min
VJR,Analytical,CBR128,E,Dawn1,5,12,20min
VJR,Analytical,CBR128,VJR,Dawn1,7,12,20min
D,Analytical,CBR128,D,Dawn2,6,12,20min
D,Analytical,CBR128,E,Dawn2,5,12,20min
D,Analytical,CBR128,VJR,Dawn2,1,12,20min
E,Analytical,CBR128,D,Dawn2,1,12,20min
E,Analytical,CBR128,E,Dawn2,10,12,20min
E,Analytical,CBR128,VJR,Dawn2,1,12,20min
VJR,Analytical,CBR128,D,Dawn2,1,12,20min
VJR,Analytical,CBR128,E,Dawn2,0,12,20min
VJR,Analytical,CBR128,VJR,Dawn2,11,12,20min
D,Analytical,CBR128,D,Dawn3,6,12,20min
D,Analytical,CBR128,E,Dawn3,5,12,20min
D,Analytical,CBR128,VJR,Dawn3,5,12,20min
E,Analytical,CBR128,D,Dawn3,5,12,20min
E,Analytical,CBR128,E,Dawn3,3,12,20min
E,Analytical,CBR128,VJR,Dawn3,1,12,20min
VJR,Analytical,CBR128,D,Dawn3,1,12,20min
VJR,Analytical,CBR128,E,Dawn3,0,12,20min
VJR,Analytical,CBR128,VJR,Dawn3,9,12,20min
D,Analytical,CBR128,D,Dusk1,10,12,20min
D,Analytical,CBR128,E,Dusk1,2,12,20min
D,Analytical,CBR128,VJR,Dusk1,0,12,20min
E,Analytical,CBR128,D,Dusk1,0,12,20min
E,Analytical,CBR128,E,Dusk1,7,12,20min
E,Analytical,CBR128,VJR,Dusk1,5,12,20min
VJR,Analytical,CBR128,D,Dusk1,1,12,20min
VJR,Analytical,CBR128,E,Dusk1,4,12,20min
VJR,Analytical,CBR128,VJR,Dusk1,7,12,20min
D,Analytical,CBR128,D,Dusk2,10,12,20min
D,Analytical,CBR128,E,Dusk2,0,12,20min
D,Analytical,CBR128,VJR,Dusk2,2,12,20min
E,Analytical,CBR128,D,Dusk2,1,12,20min
E,Analytical,CBR128,E,Dusk2,4,12,20min
E,Analytical,CBR128,VJR,Dusk2,7,12,20min
VJR,Analytical,CBR128,D,Dusk2,0,12,20min
VJR,Analytical,CBR128,E,Dusk2,4,12,20min
VJR,Analytical,CBR128,VJR,Dusk2,8,12,20min
D,Analytical,CBR128,D,Dusk3,4,12,20min
D,Analytical,CBR128,E,Dusk3,3,12,20min
D,Analytical,CBR128,VJR,Dusk3,5,12,20min
E,Analytical,CBR128,D,Dusk3,2,12,20min
E,Analytical,CBR128,E,Dusk3,5,12,20min
E,Analytical,CBR128,VJR,Dusk3,5,12,20min
VJR,Analytical,CBR128,D,Dusk3,1,12,20min
VJR,Analytical,CBR128,E,Dusk3,0,12,20min
VJR,Analytical,CBR128,VJR,Dusk3,11,12,20min
D,Analytical,CBR128,D,Midday1,11,12,20min
D,Analytical,CBR128,E,Midday1,3,12,20min
D,Analytical,CBR128,VJR,Midday1,2,12,20min
E,Analytical,CBR128,D,Midday1,3,12,20min
E,Analytical,CBR128,E,Midday1,9,12,20min
E,Analytical,CBR128,VJR,Midday1,0,12,20min
VJR,Analytical,CBR128,D,Midday1,0,12,20min
VJR,Analytical,CBR128,E,Midday1,6,12,20min
VJR,Analytical,CBR128,VJR,Midday1,3,12,20min
D,Analytical,CBR128,D,Midday2,5,12,20min
D,Analytical,CBR128,E,Midday2,7,12,20min
D,Analytical,CBR128,VJR,Midday2,0,12,20min
E,Analytical,CBR128,D,Midday2,2,12,20min
E,Analytical,CBR128,E,Midday2,10,12,20min
E,Analytical,CBR128,VJR,Midday2,0,12,20min
VJR,Analytical,CBR128,D,Midday2,2,12,20min
VJR,Analytical,CBR128,E,Midday2,2,12,20min
VJR,Analytical,CBR128,VJR,Midday2,8,12,20min
D,Analytical,CBR128,D,Midday3,11,12,20min
D,Analytical,CBR128,E,Midday3,0,12,20min
D,Analytical,CBR128,VJR,Midday3,1,12,20min
E,Analytical,CBR128,D,Midday3,1,12,20min
E,Analytical,CBR128,E,Midday3,6,12,20min
E,Analytical,CBR128,VJR,Midday3,5,12,20min
VJR,Analytical,CBR128,D,Midday3,2,12,20min
VJR,Analytical,CBR128,E,Midday3,0,12,20min
VJR,Analytical,CBR128,VJR,Midday3,10,12,20min
D,Analytical,CBR128,D,Midnight1,2,12,20min
D,Analytical,CBR128,E,Midnight1,4,12,20min
D,Analytical,CBR128,VJR,Midnight1,6,12,20min
E,Analytical,CBR128,D,Midnight1,2,12,20min
E,Analytical,CBR128,E,Midnight1,9,12,20min
E,Analytical,CBR128,VJR,Midnight1,1,12,20min
VJR,Analytical,CBR128,D,Midnight1,0,12,20min
VJR,Analytical,CBR128,E,Midnight1,7,12,20min
VJR,Analytical,CBR128,VJR,Midnight1,5,12,20min
D,Analytical,CBR128,D,Midnight2,11,12,20min
D,Analytical,CBR128,E,Midnight2,1,12,20min
D,Analytical,CBR128,VJR,Midnight2,0,12,20min
E,Analytical,CBR128,D,Midnight2,0,12,20min
E,Analytical,CBR128,E,Midnight2,7,12,20min
E,Analytical,CBR128,VJR,Midnight2,5,12,20min
VJR,Analytical,CBR128,D,Midnight2,3,12,20min
VJR,Analytical,CBR128,E,Midnight2,2,12,20min
VJR,Analytical,CBR128,VJR,Midnight2,7,12,20min
D,Analytical,CBR128,D,Midnight3,10,12,20min
D,Analytical,CBR128,E,Midnight3,1,12,20min
D,Analytical,CBR128,VJR,Midnight3,1,12,20min
E,Analytical,CBR128,D,Midnight3,2,12,20min
E,Analytical,CBR128,E,Midnight3,6,12,20min
E,Analytical,CBR128,VJR,Midnight3,4,12,20min
VJR,Analytical,CBR128,D,Midnight3,0,12,20min
VJR,Analytical,CBR128,E,Midnight3,6,12,20min
VJR,Analytical,CBR128,VJR,Midnight3,6,12,20min
D,Analytical,CBR128,D,Dawn,30,4,20min
D,Analytical,CBR128,E,Dawn,4,4,20min
D,Analytical,CBR128,VJR,Dawn,6,4,20min
E,Analytical,CBR128,D,Dawn,7,4,20min
E,Analytical,CBR128,E,Dawn,18,4,20min
E,Analytical,CBR128,VJR,Dawn,8,4,20min
VJR,Analytical,CBR128,D,Dawn,1,4,20min
VJR,Analytical,CBR128,E,Dawn,6,4,20min
VJR,Analytical,CBR128,VJR,Dawn,27,4,20min
D,Analytical,CBR128,D,Dusk,33,4,20min
D,Analytical,CBR128,E,Dusk,1,4,20min
D,Analytical,CBR128,VJR,Dusk,2,4,20min
E,Analytical,CBR128,D,Dusk,10,4,20min
E,Analytical,CBR128,E,Dusk,16,4,20min
E,Analytical,CBR128,VJR,Dusk,10,4,20min
VJR,Analytical,CBR128,D,Dusk,2,4,20min
VJR,Analytical,CBR128,E,Dusk,7,4,20min
VJR,Analytical,CBR128,VJR,Dusk,27,4,20min
D,Analytical,CBR128,D,Midday,28,4,20min
D,Analytical,CBR128,E,Midday,12,4,20min
D,Analytical,CBR128,VJR,Midday,0,4,20min
E,Analytical,CBR128,D,Midday,14,4,20min
E,Analytical,CBR128,E,Midday,19,4,20min
E,Analytical,CBR128,VJR,Midday,3,4,20min
VJR,Analytical,CBR128,D,Midday,2,4,20min
VJR,Analytical,CBR128,E,Midday,9,4,20min
VJR,Analytical,CBR128,VJR,Midday,22,4,20min
D,Analytical,CBR128,D,Midnight,32,4,20min
D,Analytical,CBR128,E,Midnight,1,4,20min
D,Analytical,CBR128,VJR,Midnight,3,4,20min
E,Analytical,CBR128,D,Midnight,3,4,20min
E,Analytical,CBR128,E,Midnight,28,4,20min
E,Analytical,CBR128,VJR,Midnight,5,4,20min
VJR,Analytical,CBR128,D,Midnight,0,4,20min
VJR,Analytical,CBR128,E,Midnight,5,4,20min
VJR,Analytical,CBR128,VJR,Midnight,31,4,20min
D,Analytical,CBR128,D,Dawn1,8,8,20min
D,Analytical,CBR128,E,Dawn1,7,8,20min
D,Analytical,CBR128,VJR,Dawn1,3,8,20min
E,Analytical,CBR128,D,Dawn1,1,8,20min
E,Analytical,CBR128,E,Dawn1,11,8,20min
E,Analytical,CBR128,VJR,Dawn1,6,8,20min
VJR,Analytical,CBR128,D,Dawn1,0,8,20min
VJR,Analytical,CBR128,E,Dawn1,5,8,20min
VJR,Analytical,CBR128,VJR,Dawn1,13,8,20min
D,Analytical,CBR128,D,Dawn2,10,8,20min
D,Analytical,CBR128,E,Dawn2,8,8,20min
D,Analytical,CBR128,VJR,Dawn2,4,8,20min
E,Analytical,CBR128,D,Dawn2,6,8,20min
E,Analytical,CBR128,E,Dawn2,7,8,20min
E,Analytical,CBR128,VJR,Dawn2,2,8,20min
VJR,Analytical,CBR128,D,Dawn2,1,8,20min
VJR,Analytical,CBR128,E,Dawn2,2,8,20min
VJR,Analytical,CBR128,VJR,Dawn2,13,8,20min
D,Analytical,CBR128,D,Dusk1,18,8,20min
D,Analytical,CBR128,E,Dusk1,0,8,20min
D,Analytical,CBR128,VJR,Dusk1,0,8,20min
E,Analytical,CBR128,D,Dusk1,2,8,20min
E,Analytical,CBR128,E,Dusk1,12,8,20min
E,Analytical,CBR128,VJR,Dusk1,4,8,20min
VJR,Analytical,CBR128,D,Dusk1,2,8,20min
VJR,Analytical,CBR128,E,Dusk1,4,8,20min
VJR,Analytical,CBR128,VJR,Dusk1,12,8,20min
D,Analytical,CBR128,D,Dusk2,7,8,20min
D,Analytical,CBR128,E,Dusk2,5,8,20min
D,Analytical,CBR128,VJR,Dusk2,6,8,20min
E,Analytical,CBR128,D,Dusk2,4,8,20min
E,Analytical,CBR128,E,Dusk2,8,8,20min
E,Analytical,CBR128,VJR,Dusk2,6,8,20min
VJR,Analytical,CBR128,D,Dusk2,2,8,20min
VJR,Analytical,CBR128,E,Dusk2,3,8,20min
VJR,Analytical,CBR128,VJR,Dusk2,13,8,20min
D,Analytical,CBR128,D,Midday1,14,8,20min
D,Analytical,CBR128,E,Midday1,8,8,20min
D,Analytical,CBR128,VJR,Midday1,0,8,20min
E,Analytical,CBR128,D,Midday1,9,8,20min
E,Analytical,CBR128,E,Midday1,9,8,20min
E,Analytical,CBR128,VJR,Midday1,0,8,20min
VJR,Analytical,CBR128,D,Midday1,0,8,20min
VJR,Analytical,CBR128,E,Midday1,8,8,20min
VJR,Analytical,CBR128,VJR,Midday1,7,8,20min
D,Analytical,CBR128,D,Midday2,7,8,20min
D,Analytical,CBR128,E,Midday2,11,8,20min
D,Analytical,CBR128,VJR,Midday2,0,8,20min
E,Analytical,CBR128,D,Midday2,2,8,20min
E,Analytical,CBR128,E,Midday2,14,8,20min
E,Analytical,CBR128,VJR,Midday2,2,8,20min
VJR,Analytical,CBR128,D,Midday2,2,8,20min
VJR,Analytical,CBR128,E,Midday2,0,8,20min
VJR,Analytical,CBR128,VJR,Midday2,16,8,20min
D,Analytical,CBR128,D,Midnight1,14,8,20min
D,Analytical,CBR128,E,Midnight1,2,8,20min
D,Analytical,CBR128,VJR,Midnight1,2,8,20min
E,Analytical,CBR128,D,Midnight1,0,8,20min
E,Analytical,CBR128,E,Midnight1,15,8,20min
E,Analytical,CBR128,VJR,Midnight1,3,8,20min
VJR,Analytical,CBR128,D,Midnight1,0,8,20min
VJR,Analytical,CBR128,E,Midnight1,0,8,20min
VJR,Analytical,CBR128,VJR,Midnight1,18,8,20min
D,Analytical,CBR128,D,Midnight2,13,8,20min
D,Analytical,CBR128,E,Midnight2,3,8,20min
D,Analytical,CBR128,VJR,Midnight2,2,8,20min
E,Analytical,CBR128,D,Midnight2,2,8,20min
E,Analytical,CBR128,E,Midnight2,10,8,20min
E,Analytical,CBR128,VJR,Midnight2,6,8,20min
VJR,Analytical,CBR128,D,Midnight2,0,8,20min
VJR,Analytical,CBR128,E,Midnight2,11,8,20min
VJR,Analytical,CBR128,VJR,Midnight2,7,8,20min
D,Analytical,CBR128,D,Whole Day,119,None,20min
D,Analytical,CBR128,E,Whole Day,17,None,20min
D,Analytical,CBR128,VJR,Whole Day,16,None,20min
E,Analytical,CBR128,D,Whole Day,36,None,20min
E,Analytical,CBR128,E,Whole Day,76,None,20min
E,Analytical,CBR128,VJR,Whole Day,29,None,20min
VJR,Analytical,CBR128,D,Whole Day,4,None,20min
VJR,Analytical,CBR128,E,Whole Day,36,None,20min
VJR,Analytical,CBR128,VJR,Whole Day,99,None,20min
D,Analytical,CBR16,D,Dawn1,12,12,20min
D,Analytical,CBR16,E,Dawn1,0,12,20min
D,Analytical,CBR16,VJR,Dawn1,0,12,20min
E,Analytical,CBR16,D,Dawn1,1,12,20min
E,Analytical,CBR16,E,Dawn1,7,12,20min
E,Analytical,CBR16,VJR,Dawn1,4,12,20min
VJR,Analytical,CBR16,D,Dawn1,0,12,20min
VJR,Analytical,CBR16,E,Dawn1,1,12,20min
VJR,Analytical,CBR16,VJR,Dawn1,11,12,20min
D,Analytical,CBR16,D,Dawn2,11,12,20min
D,Analytical,CBR16,E,Dawn2,1,12,20min
D,Analytical,CBR16,VJR,Dawn2,0,12,20min
E,Analytical,CBR16,D,Dawn2,3,12,20min
E,Analytical,CBR16,E,Dawn2,9,12,20min
E,Analytical,CBR16,VJR,Dawn2,0,12,20min
VJR,Analytical,CBR16,D,Dawn2,0,12,20min
VJR,Analytical,CBR16,E,Dawn2,0,12,20min
VJR,Analytical,CBR16,VJR,Dawn2,12,12,20min
D,Analytical,CBR16,D,Dawn3,15,12,20min
D,Analytical,CBR16,E,Dawn3,0,12,20min
D,Analytical,CBR16,VJR,Dawn3,1,12,20min
E,Analytical,CBR16,D,Dawn3,0,12,20min
E,Analytical,CBR16,E,Dawn3,7,12,20min
E,Analytical,CBR16,VJR,Dawn3,2,12,20min
VJR,Analytical,CBR16,D,Dawn3,1,12,20min
VJR,Analytical,CBR16,E,Dawn3,1,12,20min
VJR,Analytical,CBR16,VJR,Dawn3,8,12,20min
D,Analytical,CBR16,D,Dusk1,7,12,20min
D,Analytical,CBR16,E,Dusk1,4,12,20min
D,Analytical,CBR16,VJR,Dusk1,1,12,20min
E,Analytical,CBR16,D,Dusk1,0,12,20min
E,Analytical,CBR16,E,Dusk1,12,12,20min
E,Analytical,CBR16,VJR,Dusk1,0,12,20min
VJR,Analytical,CBR16,D,Dusk1,0,12,20min
VJR,Analytical,CBR16,E,Dusk1,1,12,20min
VJR,Analytical,CBR16,VJR,Dusk1,11,12,20min
D,Analytical,CBR16,D,Dusk2,4,12,20min
D,Analytical,CBR16,E,Dusk2,6,12,20min
D,Analytical,CBR16,VJR,Dusk2,2,12,20min
E,Analytical,CBR16,D,Dusk2,1,12,20min
E,Analytical,CBR16,E,Dusk2,8,12,20min
E,Analytical,CBR16,VJR,Dusk2,3,12,20min
VJR,Analytical,CBR16,D,Dusk2,0,12,20min
VJR,Analytical,CBR16,E,Dusk2,6,12,20min
VJR,Analytical,CBR16,VJR,Dusk2,6,12,20min
D,Analytical,CBR16,D,Dusk3,7,12,20min
D,Analytical,CBR16,E,Dusk3,0,12,20min
D,Analytical,CBR16,VJR,Dusk3,5,12,20min
E,Analytical,CBR16,D,Dusk3,0,12,20min
E,Analytical,CBR16,E,Dusk3,4,12,20min
E,Analytical,CBR16,VJR,Dusk3,8,12,20min
VJR,Analytical,CBR16,D,Dusk3,0,12,20min
VJR,Analytical,CBR16,E,Dusk3,3,12,20min
VJR,Analytical,CBR16,VJR,Dusk3,9,12,20min
D,Analytical,CBR16,D,Midday1,11,12,20min
D,Analytical,CBR16,E,Midday1,2,12,20min
D,Analytical,CBR16,VJR,Midday1,1,12,20min
E,Analytical,CBR16,D,Midday1,0,12,20min
E,Analytical,CBR16,E,Midday1,10,12,20min
E,Analytical,CBR16,VJR,Midday1,2,12,20min
VJR,Analytical,CBR16,D,Midday1,1,12,20min
VJR,Analytical,CBR16,E,Midday1,5,12,20min
VJR,Analytical,CBR16,VJR,Midday1,3,12,20min
D,Analytical,CBR16,D,Midday2,11,12,20min
D,Analytical,CBR16,E,Midday2,1,12,20min
D,Analytical,CBR16,VJR,Midday2,0,12,20min
E,Analytical,CBR16,D,Midday2,0,12,20min
E,Analytical,CBR16,E,Midday2,12,12,20min
E,Analytical,CBR16,VJR,Midday2,0,12,20min
VJR,Analytical,CBR16,D,Midday2,1,12,20min
VJR,Analytical,CBR16,E,Midday2,0,12,20min
VJR,Analytical,CBR16,VJR,Midday2,11,12,20min
D,Analytical,CBR16,D,Midday3,9,12,20min
D,Analytical,CBR16,E,Midday3,3,12,20min
D,Analytical,CBR16,VJR,Midday3,0,12,20min
E,Analytical,CBR16,D,Midday3,1,12,20min
E,Analytical,CBR16,E,Midday3,11,12,20min
E,Analytical,CBR16,VJR,Midday3,0,12,20min
VJR,Analytical,CBR16,D,Midday3,0,12,20min
VJR,Analytical,CBR16,E,Midday3,1,12,20min
VJR,Analytical,CBR16,VJR,Midday3,11,12,20min
D,Analytical,CBR16,D,Midnight1,5,12,20min
D,Analytical,CBR16,E,Midnight1,3,12,20min
D,Analytical,CBR16,VJR,Midnight1,4,12,20min
E,Analytical,CBR16,D,Midnight1,2,12,20min
E,Analytical,CBR16,E,Midnight1,7,12,20min
E,Analytical,CBR16,VJR,Midnight1,3,12,20min
VJR,Analytical,CBR16,D,Midnight1,0,12,20min
VJR,Analytical,CBR16,E,Midnight1,5,12,20min
VJR,Analytical,CBR16,VJR,Midnight1,7,12,20min
D,Analytical,CBR16,D,Midnight2,11,12,20min
D,Analytical,CBR16,E,Midnight2,0,12,20min
D,Analytical,CBR16,VJR,Midnight2,1,12,20min
E,Analytical,CBR16,D,Midnight2,0,12,20min
E,Analytical,CBR16,E,Midnight2,11,12,20min
E,Analytical,CBR16,VJR,Midnight2,1,12,20min
VJR,Analytical,CBR16,D,Midnight2,0,12,20min
VJR,Analytical,CBR16,E,Midnight2,0,12,20min
VJR,Analytical,CBR16,VJR,Midnight2,12,12,20min
D,Analytical,CBR16,D,Midnight3,2,12,20min
D,Analytical,CBR16,E,Midnight3,3,12,20min
D,Analytical,CBR16,VJR,Midnight3,7,12,20min
E,Analytical,CBR16,D,Midnight3,0,12,20min
E,Analytical,CBR16,E,Midnight3,8,12,20min
E,Analytical,CBR16,VJR,Midnight3,4,12,20min
VJR,Analytical,CBR16,D,Midnight3,3,12,20min
VJR,Analytical,CBR16,E,Midnight3,1,12,20min
VJR,Analytical,CBR16,VJR,Midnight3,8,12,20min
D,Analytical,CBR16,D,Dawn,31,4,20min
D,Analytical,CBR16,E,Dawn,0,4,20min
D,Analytical,CBR16,VJR,Dawn,9,4,20min
E,Analytical,CBR16,D,Dawn,6,4,20min
E,Analytical,CBR16,E,Dawn,21,4,20min
E,Analytical,CBR16,VJR,Dawn,6,4,20min
VJR,Analytical,CBR16,D,Dawn,1,4,20min
VJR,Analytical,CBR16,E,Dawn,0,4,20min
VJR,Analytical,CBR16,VJR,Dawn,33,4,20min
D,Analytical,CBR16,D,Dusk,23,4,20min
D,Analytical,CBR16,E,Dusk,2,4,20min
D,Analytical,CBR16,VJR,Dusk,11,4,20min
E,Analytical,CBR16,D,Dusk,3,4,20min
E,Analytical,CBR16,E,Dusk,19,4,20min
E,Analytical,CBR16,VJR,Dusk,14,4,20min
VJR,Analytical,CBR16,D,Dusk,1,4,20min
VJR,Analytical,CBR16,E,Dusk,6,4,20min
VJR,Analytical,CBR16,VJR,Dusk,29,4,20min
D,Analytical,CBR16,D,Midday,33,4,20min
D,Analytical,CBR16,E,Midday,4,4,20min
D,Analytical,CBR16,VJR,Midday,1,4,20min
E,Analytical,CBR16,D,Midday,2,4,20min
E,Analytical,CBR16,E,Midday,32,4,20min
E,Analytical,CBR16,VJR,Midday,2,4,20min
VJR,Analytical,CBR16,D,Midday,1,4,20min
VJR,Analytical,CBR16,E,Midday,0,4,20min
VJR,Analytical,CBR16,VJR,Midday,32,4,20min
D,Analytical,CBR16,D,Midnight,29,4,20min
D,Analytical,CBR16,E,Midnight,0,4,20min
D,Analytical,CBR16,VJR,Midnight,7,4,20min
E,Analytical,CBR16,D,Midnight,1,4,20min
E,Analytical,CBR16,E,Midnight,33,4,20min
E,Analytical,CBR16,VJR,Midnight,2,4,20min
VJR,Analytical,CBR16,D,Midnight,3,4,20min
VJR,Analytical,CBR16,E,Midnight,6,4,20min
VJR,Analytical,CBR16,VJR,Midnight,27,4,20min
D,Analytical,CBR16,D,Dawn1,18,8,20min
D,Analytical,CBR16,E,Dawn1,0,8,20min
D,Analytical,CBR16,VJR,Dawn1,0,8,20min
E,Analytical,CBR16,D,Dawn1,5,8,20min
E,Analytical,CBR16,E,Dawn1,8,8,20min
E,Analytical,CBR16,VJR,Dawn1,5,8,20min
VJR,Analytical,CBR16,D,Dawn1,0,8,20min
VJR,Analytical,CBR16,E,Dawn1,0,8,20min
VJR,Analytical,CBR16,VJR,Dawn1,18,8,20min
D,Analytical,CBR16,D,Dawn2,12,8,20min
D,Analytical,CBR16,E,Dawn2,0,8,20min
D,Analytical,CBR16,VJR,Dawn2,10,8,20min
E,Analytical,CBR16,D,Dawn2,0,8,20min
E,Analytical,CBR16,E,Dawn2,15,8,20min
E,Analytical,CBR16,VJR,Dawn2,0,8,20min
VJR,Analytical,CBR16,D,Dawn2,1,8,20min
VJR,Analytical,CBR16,E,Dawn2,1,8,20min
VJR,Analytical,CBR16,VJR,Dawn2,14,8,20min
D,Analytical,CBR16,D,Dusk1,15,8,20min
D,Analytical,CBR16,E,Dusk1,1,8,20min
D,Analytical,CBR16,VJR,Dusk1,2,8,20min
E,Analytical,CBR16,D,Dusk1,0,8,20min
E,Analytical,CBR16,E,Dusk1,18,8,20min
E,Analytical,CBR16,VJR,Dusk1,0,8,20min
VJR,Analytical,CBR16,D,Dusk1,0,8,20min
VJR,Analytical,CBR16,E,Dusk1,2,8,20min
VJR,Analytical,CBR16,VJR,Dusk1,16,8,20min
D,Analytical,CBR16,D,Dusk2,10,8,20min
D,Analytical,CBR16,E,Dusk2,1,8,20min
D,Analytical,CBR16,VJR,Dusk2,7,8,20min
E,Analytical,CBR16,D,Dusk2,1,8,20min
E,Analytical,CBR16,E,Dusk2,6,8,20min
E,Analytical,CBR16,VJR,Dusk2,11,8,20min
VJR,Analytical,CBR16,D,Dusk2,0,8,20min
VJR,Analytical,CBR16,E,Dusk2,5,8,20min
VJR,Analytical,CBR16,VJR,Dusk2,13,8,20min
D,Analytical,CBR16,D,Midday1,17,8,20min
D,Analytical,CBR16,E,Midday1,0,8,20min
D,Analytical,CBR16,VJR,Midday1,3,8,20min
E,Analytical,CBR16,D,Midday1,1,8,20min
E,Analytical,CBR16,E,Midday1,16,8,20min
E,Analytical,CBR16,VJR,Midday1,1,8,20min
VJR,Analytical,CBR16,D,Midday1,1,8,20min
VJR,Analytical,CBR16,E,Midday1,1,8,20min
VJR,Analytical,CBR16,VJR,Midday1,13,8,20min
D,Analytical,CBR16,D,Midday2,15,8,20min
D,Analytical,CBR16,E,Midday2,3,8,20min
D,Analytical,CBR16,VJR,Midday2,0,8,20min
E,Analytical,CBR16,D,Midday2,1,8,20min
E,Analytical,CBR16,E,Midday2,16,8,20min
E,Analytical,CBR16,VJR,Midday2,1,8,20min
VJR,Analytical,CBR16,D,Midday2,0,8,20min
VJR,Analytical,CBR16,E,Midday2,1,8,20min
VJR,Analytical,CBR16,VJR,Midday2,17,8,20min
D,Analytical,CBR16,D,Midnight1,18,8,20min
D,Analytical,CBR16,E,Midnight1,0,8,20min
D,Analytical,CBR16,VJR,Midnight1,0,8,20min
E,Analytical,CBR16,D,Midnight1,0,8,20min
E,Analytical,CBR16,E,Midnight1,18,8,20min
E,Analytical,CBR16,VJR,Midnight1,0,8,20min
VJR,Analytical,CBR16,D,Midnight1,1,8,20min
VJR,Analytical,CBR16,E,Midnight1,4,8,20min
VJR,Analytical,CBR16,VJR,Midnight1,13,8,20min
D,Analytical,CBR16,D,Midnight2,7,8,20min
D,Analytical,CBR16,E,Midnight2,3,8,20min
D,Analytical,CBR16,VJR,Midnight2,8,8,20min
E,Analytical,CBR16,D,Midnight2,0,8,20min
E,Analytical,CBR16,E,Midnight2,16,8,20min
E,Analytical,CBR16,VJR,Midnight2,2,8,20min
VJR,Analytical,CBR16,D,Midnight2,2,8,20min
VJR,Analytical,CBR16,E,Midnight2,1,8,20min
VJR,Analytical,CBR16,VJR,Midnight2,15,8,20min
D,Analytical,CBR16,D,Whole Day,126,None,20min
D,Analytical,CBR16,E,Whole Day,6,None,20min
D,Analytical,CBR16,VJR,Whole Day,18,None,20min
E,Analytical,CBR16,D,Whole Day,10,None,20min
E,Analytical,CBR16,E,Whole Day,109,None,20min
E,Analytical,CBR16,VJR,Whole Day,22,None,20min
VJR,Analytical,CBR16,D,Whole Day,8,None,20min
VJR,Analytical,CBR16,E,Whole Day,14,None,20min
VJR,Analytical,CBR16,VJR,Whole Day,117,None,20min
D,Analytical,CBR256,D,Dawn1,8,12,20min
D,Analytical,CBR256,E,Dawn1,2,12,20min
D,Analytical,CBR256,VJR,Dawn1,2,12,20min
E,Analytical,CBR256,D,Dawn1,0,12,20min
E,Analytical,CBR256,E,Dawn1,7,12,20min
E,Analytical,CBR256,VJR,Dawn1,5,12,20min
VJR,Analytical,CBR256,D,Dawn1,0,12,20min
VJR,Analytical,CBR256,E,Dawn1,5,12,20min
VJR,Analytical,CBR256,VJR,Dawn1,7,12,20min
D,Analytical,CBR256,D,Dawn2,7,12,20min
D,Analytical,CBR256,E,Dawn2,5,12,20min
D,Analytical,CBR256,VJR,Dawn2,0,12,20min
E,Analytical,CBR256,D,Dawn2,1,12,20min
