max.freq,ACI,ADI,Aeev,Bio,H,M,NDSI
1,0.23240972474223,0.921347729606761,0.217165113561833,0.816410654592671,0.173358241824926,0.283072428961747,0.603162659278957
0,1,0.349797738775478,0.26833795856828,0.269230228037895,0.387994166029793,0.0885661453330529,0.138801302218244
0,0,1,0.0992902238308475,0.773048787285071,0.0748292298537353,0.2636179034912,0.64062251819061
0,0,0,1,0.0121499991220276,0.499390509423371,0.11969566197,0.201204897223881
0,0,0,0,1,0.0637599557015932,0.148514760678844,0.337432041089104
0,0,0,0,0,1,0.3602864565676,0.362247388167679
0,0,0,0,0,0,1,0.24742086865761
0,0,0,0,0,0,0,1
