compression,file.size,frame.size,accuracy,precision,recall,TOD,chunks,index.type
CBR16,2.08,20min,0.803738318,0.84088016,0.802317291,Quarter_Day_Dawn,4,Analytical_Indices
CBR16,2.08,20min,0.657407407,0.692531031,0.657407407,Quarter_Day_Dusk,4,Analytical_Indices
CBR16,2.08,20min,0.906542056,0.906613757,0.909002304,Quarter_Day_Midday,4,Analytical_Indices
CBR16,2.08,20min,0.833333333,0.834655229,0.833333333,Quarter_Day_Midnight,4,Analytical_Indices
CBR16,2.08,5min,0.779620853,0.808207553,0.782697346,Quarter_Day_Dawn,4,Analytical_Indices
CBR16,2.08,5min,0.664351852,0.685564529,0.664351852,Quarter_Day_Dusk,4,Analytical_Indices
CBR16,2.08,5min,0.894009217,0.896023152,0.898326211,Quarter_Day_Midday,4,Analytical_Indices
CBR16,2.08,5min,0.849537037,0.853764754,0.849537037,Quarter_Day_Midnight,4,Analytical_Indices
CBR16,2.08,10min,0.916666667,0.921584055,0.916666667,Afternoon,8,Analytical_Indices
CBR16,2.08,10min,0.851851852,0.850618912,0.851851852,Dawn,8,Analytical_Indices
CBR16,2.08,10min,0.685185185,0.690454413,0.685185185,Dusk,8,Analytical_Indices
CBR16,2.08,10min,0.75,0.76842283,0.75,Early AM,8,Analytical_Indices
CBR16,2.08,10min,0.611111111,0.694386694,0.611111111,Evening,8,Analytical_Indices
CBR16,2.08,10min,0.944444444,0.945945946,0.944444444,Midday,8,Analytical_Indices
CBR16,2.08,10min,0.907407407,0.911332385,0.907407407,Midnight,8,Analytical_Indices
CBR16,2.08,10min,0.796116505,0.803133469,0.82413166,Morning,8,Analytical_Indices
CBR16,2.08,2_5min,0.888888889,0.90302646,0.888888889,Afternoon,8,Analytical_Indices
CBR16,2.08,2_5min,0.893518519,0.894252421,0.893518519,Dawn,8,Analytical_Indices
CBR16,2.08,2_5min,0.740740741,0.76250697,0.740740741,Dusk,8,Analytical_Indices
CBR16,2.08,2_5min,0.803240741,0.806583385,0.803240741,Early AM,8,Analytical_Indices
CBR16,2.08,2_5min,0.784722222,0.794373208,0.784722222,Evening,8,Analytical_Indices
CBR16,2.08,2_5min,0.906818182,0.908750298,0.90704191,Midday,8,Analytical_Indices
CBR16,2.08,2_5min,0.909722222,0.916579452,0.909722222,Midnight,8,Analytical_Indices
CBR16,2.08,2_5min,0.784869976,0.786181588,0.811914779,Morning,8,Analytical_Indices
CBR16,2.08,20min,0.87037037,0.873903509,0.87037037,Afternoon,8,Analytical_Indices
CBR16,2.08,20min,0.907407407,0.919047619,0.907407407,Dawn,8,Analytical_Indices
CBR16,2.08,20min,0.62962963,0.652777778,0.62962963,Dusk,8,Analytical_Indices
CBR16,2.08,20min,0.833333333,0.839598997,0.833333333,Early AM,8,Analytical_Indices
CBR16,2.08,20min,0.611111111,0.721966206,0.611111111,Evening,8,Analytical_Indices
CBR16,2.08,20min,0.944444444,0.946393762,0.944444444,Midday,8,Analytical_Indices
CBR16,2.08,20min,0.944444444,0.947058824,0.944444444,Midnight,8,Analytical_Indices
CBR16,2.08,20min,0.807692308,0.817016317,0.825854701,Morning,8,Analytical_Indices
CBR16,2.08,5min,0.902777778,0.908364649,0.902777778,Afternoon,8,Analytical_Indices
CBR16,2.08,5min,0.875,0.87545082,0.875,Dawn,8,Analytical_Indices
CBR16,2.08,5min,0.694444444,0.696790123,0.694444444,Dusk,8,Analytical_Indices
CBR16,2.08,5min,0.74537037,0.767717236,0.74537037,Early AM,8,Analytical_Indices
CBR16,2.08,5min,0.671296296,0.731696813,0.671296296,Evening,8,Analytical_Indices
CBR16,2.08,5min,0.922018349,0.92296421,0.922626009,Midday,8,Analytical_Indices
CBR16,2.08,5min,0.916666667,0.920617284,0.916666667,Midnight,8,Analytical_Indices
CBR16,2.08,5min,0.825242718,0.816206038,0.840397228,Morning,8,Analytical_Indices
CBR16,2.08,10min,0.805555556,0.807997558,0.805555556,Dusk1,12,Analytical_Indices
CBR16,2.08,10min,0.555555556,0.627350427,0.555555556,Dusk2,12,Analytical_Indices
CBR16,2.08,10min,0.541666667,0.652616279,0.541666667,Dusk3,12,Analytical_Indices
CBR16,2.08,10min,0.708333333,0.702458761,0.708333333,Early AM1,12,Analytical_Indices
CBR16,2.08,10min,0.930555556,0.931819292,0.930555556,Early AM2,12,Analytical_Indices
CBR16,2.08,10min,0.869565217,0.865345181,0.877718041,Early AM3,12,Analytical_Indices
CBR16,2.08,10min,0.757142857,0.765238095,0.761243386,Midday1,12,Analytical_Indices
CBR16,2.08,10min,0.930555556,0.932552954,0.930555556,Midday2,12,Analytical_Indices
CBR16,2.08,10min,0.902777778,0.903030303,0.902777778,Midday3,12,Analytical_Indices
CBR16,2.08,10min,0.666666667,0.724603175,0.666666667,Midnight1,12,Analytical_Indices
CBR16,2.08,10min,0.75,0.760683761,0.75,Midnight2,12,Analytical_Indices
CBR16,2.08,10min,0.722222222,0.74979251,0.722222222,Midnight3,12,Analytical_Indices
CBR16,2.08,2_5min,0.784722222,0.82370324,0.784722222,Dusk1,12,Analytical_Indices
CBR16,2.08,2_5min,0.621527778,0.645291764,0.621527778,Dusk2,12,Analytical_Indices
CBR16,2.08,2_5min,0.736111111,0.778156835,0.736111111,Dusk3,12,Analytical_Indices
CBR16,2.08,2_5min,0.798611111,0.803691413,0.798611111,Early AM1,12,Analytical_Indices
CBR16,2.08,2_5min,0.885416667,0.885958024,0.885416667,Early AM2,12,Analytical_Indices
CBR16,2.08,2_5min,0.835125448,0.826595811,0.843416696,Early AM3,12,Analytical_Indices
CBR16,2.08,2_5min,0.858108108,0.852355072,0.864583333,Midday1,12,Analytical_Indices
CBR16,2.08,2_5min,0.920138889,0.920215912,0.920138889,Midday2,12,Analytical_Indices
CBR16,2.08,2_5min,0.909722222,0.91380273,0.909722222,Midday3,12,Analytical_Indices
CBR16,2.08,2_5min,0.701388889,0.748,0.701388889,Midnight1,12,Analytical_Indices
CBR16,2.08,2_5min,0.791666667,0.804271942,0.791666667,Midnight2,12,Analytical_Indices
CBR16,2.08,2_5min,0.732638889,0.755090999,0.732638889,Midnight3,12,Analytical_Indices
CBR16,2.08,20min,0.833333333,0.874183007,0.833333333,Dusk1,12,Analytical_Indices
CBR16,2.08,20min,0.527777778,0.599946837,0.527777778,Dusk2,12,Analytical_Indices
CBR16,2.08,20min,0.555555556,0.66017316,0.555555556,Dusk3,12,Analytical_Indices
CBR16,2.08,20min,0.833333333,0.863492063,0.833333333,Early AM1,12,Analytical_Indices
CBR16,2.08,20min,0.888888889,0.895238095,0.888888889,Early AM2,12,Analytical_Indices
CBR16,2.08,20min,0.885714286,0.875462963,0.875462963,Early AM3,12,Analytical_Indices
CBR16,2.08,20min,0.771428571,0.765873016,0.761904762,Midday1,12,Analytical_Indices
CBR16,2.08,20min,0.944444444,0.946581197,0.944444444,Midday2,12,Analytical_Indices
CBR16,2.08,20min,0.833333333,0.843650794,0.833333333,Midday3,12,Analytical_Indices
CBR16,2.08,20min,0.611111111,0.6875,0.611111111,Midnight1,12,Analytical_Indices
CBR16,2.08,20min,0.944444444,0.952380952,0.944444444,Midnight2,12,Analytical_Indices
CBR16,2.08,20min,0.527777778,0.512250712,0.527777778,Midnight3,12,Analytical_Indices
CBR16,2.08,5min,0.763888889,0.77372925,0.763888889,Dusk1,12,Analytical_Indices
CBR16,2.08,5min,0.597222222,0.62787449,0.597222222,Dusk2,12,Analytical_Indices
CBR16,2.08,5min,0.555555556,0.616170635,0.555555556,Dusk3,12,Analytical_Indices
CBR16,2.08,5min,0.784722222,0.782872753,0.784722222,Early AM1,12,Analytical_Indices
CBR16,2.08,5min,0.916666667,0.916347729,0.916666667,Early AM2,12,Analytical_Indices
CBR16,2.08,5min,0.850746269,0.845111066,0.864550721,Early AM3,12,Analytical_Indices
CBR16,2.08,5min,0.835616438,0.833488372,0.846711601,Midday1,12,Analytical_Indices
CBR16,2.08,5min,0.958333333,0.958321272,0.958333333,Midday2,12,Analytical_Indices
CBR16,2.08,5min,0.895833333,0.895207861,0.895833333,Midday3,12,Analytical_Indices
CBR16,2.08,5min,0.666666667,0.724254138,0.666666667,Midnight1,12,Analytical_Indices
CBR16,2.08,5min,0.847222222,0.863456673,0.847222222,Midnight2,12,Analytical_Indices
CBR16,2.08,5min,0.729166667,0.75004536,0.729166667,Midnight3,12,Analytical_Indices
CBR32,4.16,10min,0.724418605,0.733635163,0.724891746,0840_sample0,None,Analytical_Indices
CBR32,4.16,2_5min,0.727034884,0.738564744,0.728726338,0001_sample0,None,Analytical_Indices
CBR32,4.16,20min,0.701388889,0.704866494,0.700895387,1,None,Analytical_Indices
CBR32,4.16,5min,0.730813953,0.740086955,0.732460603,1840_sample2,None,Analytical_Indices
CBR32,4.16,10min,0.943396226,0.942460317,0.941583796,Quarter_Day_Dawn,4,AudioSet
CBR32,4.16,10min,0.892018779,0.90369169,0.890744467,Quarter_Day_Dusk,4,AudioSet
CBR32,4.16,10min,0.966981132,0.966455739,0.967175985,Quarter_Day_Midday,4,AudioSet
CBR32,4.16,10min,0.971830986,0.971618357,0.971618357,Quarter_Day_Midnight,4,AudioSet
CBR32,4.16,2_5min,0.930313589,0.930595317,0.930021939,Quarter_Day_Dawn,4,AudioSet
CBR32,4.16,2_5min,0.876157407,0.886263055,0.876157407,Quarter_Day_Dusk,4,AudioSet
CBR32,4.16,2_5min,0.936926606,0.935545563,0.935637626,Quarter_Day_Midday,4,AudioSet
CBR32,4.16,2_5min,0.966435185,0.966658653,0.966435185,Quarter_Day_Midnight,4,AudioSet
CBR32,4.16,20min,0.943925234,0.944202267,0.94234997,Quarter_Day_Dawn,4,AudioSet
CBR32,4.16,20min,0.916666667,0.925578487,0.916666667,Quarter_Day_Dusk,4,AudioSet
CBR32,4.16,20min,0.944954128,0.946604559,0.941161616,Quarter_Day_Midday,4,AudioSet
CBR32,4.16,20min,0.981481481,0.981481481,0.981481481,Quarter_Day_Midnight,4,AudioSet
CBR32,4.16,5min,0.94549763,0.944363236,0.944995207,Quarter_Day_Dawn,4,AudioSet
CBR32,4.16,5min,0.884259259,0.892321445,0.884259259,Quarter_Day_Dusk,4,AudioSet
CBR32,4.16,5min,0.953917051,0.952164923,0.953329772,Quarter_Day_Midday,4,AudioSet
CBR32,4.16,5min,0.967592593,0.967824968,0.967592593,Quarter_Day_Midnight,4,AudioSet
CBR32,4.16,10min,0.91588785,0.931818182,0.916666667,Afternoon,8,AudioSet
CBR32,4.16,10min,0.935185185,0.937657114,0.935185185,Dawn,8,AudioSet
CBR32,4.16,10min,0.923809524,0.928515929,0.924307501,Dusk,8,AudioSet
CBR32,4.16,10min,0.943925234,0.952380952,0.942857143,Early AM,8,AudioSet
CBR32,4.16,10min,0.803738318,0.856935367,0.805291005,Evening,8,AudioSet
CBR32,4.16,10min,0.934579439,0.936340852,0.934920635,Midday,8,AudioSet
CBR32,4.16,10min,0.934579439,0.936431624,0.933862434,Midnight,8,AudioSet
CBR32,4.16,10min,0.921568627,0.907142857,0.918723404,Morning,8,AudioSet
CBR32,4.16,2_5min,0.923611111,0.929313268,0.923611111,Afternoon,8,AudioSet
CBR32,4.16,2_5min,0.944444444,0.945539906,0.944444444,Dawn,8,AudioSet
CBR32,4.16,2_5min,0.902777778,0.906163307,0.902777778,Dusk,8,AudioSet
CBR32,4.16,2_5min,0.93287037,0.9425701,0.93287037,Early AM,8,AudioSet
CBR32,4.16,2_5min,0.824074074,0.861396011,0.824074074,Evening,8,AudioSet
CBR32,4.16,2_5min,0.918181818,0.919890776,0.918006823,Midday,8,AudioSet
CBR32,4.16,2_5min,0.928240741,0.931467729,0.928240741,Midnight,8,AudioSet
CBR32,4.16,2_5min,0.923076923,0.909417656,0.926928289,Morning,8,AudioSet
CBR32,4.16,20min,0.925925926,0.939393939,0.925925926,Afternoon,8,AudioSet
CBR32,4.16,20min,0.925925926,0.925925926,0.925925926,Dawn,8,AudioSet
CBR32,4.16,20min,0.944444444,0.952380952,0.944444444,Dusk,8,AudioSet
CBR32,4.16,20min,0.944444444,0.952380952,0.944444444,Early AM,8,AudioSet
CBR32,4.16,20min,0.814814815,0.880952381,0.814814815,Evening,8,AudioSet
CBR32,4.16,20min,0.945454545,0.947058824,0.945419103,Midday,8,AudioSet
CBR32,4.16,20min,0.907407407,0.908152735,0.907407407,Midnight,8,AudioSet
CBR32,4.16,20min,0.905660377,0.888888889,0.903247863,Morning,8,AudioSet
CBR32,4.16,5min,0.953703704,0.957142857,0.953703704,Afternoon,8,AudioSet
CBR32,4.16,5min,0.944444444,0.945588609,0.944444444,Dawn,8,AudioSet
CBR32,4.16,5min,0.898148148,0.898746531,0.898148148,Dusk,8,AudioSet
CBR32,4.16,5min,0.925925926,0.939393939,0.925925926,Early AM,8,AudioSet
CBR32,4.16,5min,0.810185185,0.86468203,0.810185185,Evening,8,AudioSet
CBR32,4.16,5min,0.935779817,0.935545123,0.935366193,Midday,8,AudioSet
CBR32,4.16,5min,0.921296296,0.923967545,0.921296296,Midnight,8,AudioSet
CBR32,4.16,5min,0.936893204,0.924192747,0.938995865,Morning,8,AudioSet
CBR32,4.16,10min,0.85915493,0.871345029,0.859903382,Dusk1,12,AudioSet
CBR32,4.16,10min,0.985714286,0.986111111,0.985507246,Dusk2,12,AudioSet
CBR32,4.16,10min,0.847222222,0.879738562,0.847222222,Dusk3,12,AudioSet
CBR32,4.16,10min,0.972222222,0.974358974,0.972222222,Early AM1,12,AudioSet
CBR32,4.16,10min,1,1,1,Early AM2,12,AudioSet
CBR32,4.16,10min,0.955882353,0.950710109,0.967741935,Early AM3,12,AudioSet
CBR32,4.16,10min,0.957142857,0.954751131,0.951058201,Midday1,12,AudioSet
CBR32,4.16,10min,0.901408451,0.902028986,0.902173913,Midday2,12,AudioSet
CBR32,4.16,10min,0.943661972,0.950617284,0.944444444,Midday3,12,AudioSet
CBR32,4.16,10min,0.985714286,0.986666667,0.984848485,Midnight1,12,AudioSet
CBR32,4.16,10min,0.944444444,0.944444444,0.944444444,Midnight2,12,AudioSet
CBR32,4.16,10min,0.985915493,0.986666667,0.985507246,Midnight3,12,AudioSet
CBR32,4.16,2_5min,0.840277778,0.849202339,0.840277778,Dusk1,12,AudioSet
CBR32,4.16,2_5min,0.958333333,0.958333333,0.958333333,Dusk2,12,AudioSet
CBR32,4.16,2_5min,0.840277778,0.879025351,0.840277778,Dusk3,12,AudioSet
CBR32,4.16,2_5min,0.930555556,0.932739284,0.930555556,Early AM1,12,AudioSet
CBR32,4.16,2_5min,0.989583333,0.98989899,0.989583333,Early AM2,12,AudioSet
CBR32,4.16,2_5min,0.89122807,0.882575758,0.908831106,Early AM3,12,AudioSet
CBR32,4.16,2_5min,0.932432432,0.920374693,0.925636574,Midday1,12,AudioSet
CBR32,4.16,2_5min,0.892361111,0.896133253,0.892361111,Midday2,12,AudioSet
CBR32,4.16,2_5min,0.930555556,0.934499102,0.930555556,Midday3,12,AudioSet
CBR32,4.16,2_5min,0.944444444,0.951109028,0.944444444,Midnight1,12,AudioSet
CBR32,4.16,2_5min,0.961805556,0.96338315,0.961805556,Midnight2,12,AudioSet
CBR32,4.16,2_5min,0.951388889,0.957575758,0.951388889,Midnight3,12,AudioSet
CBR32,4.16,20min,0.888888889,0.902930403,0.888888889,Dusk1,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Dusk2,12,AudioSet
CBR32,4.16,20min,0.833333333,0.888888889,0.833333333,Dusk3,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Early AM1,12,AudioSet
CBR32,4.16,20min,1,1,1,Early AM2,12,AudioSet
CBR32,4.16,20min,0.971428571,0.966666667,0.979166667,Early AM3,12,AudioSet
CBR32,4.16,20min,0.972972973,0.974358974,0.962962963,Midday1,12,AudioSet
CBR32,4.16,20min,0.916666667,0.920940171,0.916666667,Midday2,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
CBR32,4.16,20min,0.944444444,0.944444444,0.944444444,Midnight1,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Midnight2,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Midnight3,12,AudioSet
CBR32,4.16,5min,0.819444444,0.829481556,0.819444444,Dusk1,12,AudioSet
CBR32,4.16,5min,0.958333333,0.958296362,0.958333333,Dusk2,12,AudioSet
CBR32,4.16,5min,0.840277778,0.882892416,0.840277778,Dusk3,12,AudioSet
CBR32,4.16,5min,0.958333333,0.962962963,0.958333333,Early AM1,12,AudioSet
CBR32,4.16,5min,0.993055556,0.993197279,0.993055556,Early AM2,12,AudioSet
CBR32,4.16,5min,0.917910448,0.913124611,0.932523933,Early AM3,12,AudioSet
CBR32,4.16,5min,0.931506849,0.917319895,0.927185458,Midday1,12,AudioSet
CBR32,4.16,5min,0.888888889,0.889951691,0.888888889,Midday2,12,AudioSet
CBR32,4.16,5min,0.944444444,0.946591338,0.944444444,Midday3,12,AudioSet
CBR32,4.16,5min,0.951388889,0.95546143,0.951388889,Midnight1,12,AudioSet
CBR32,4.16,5min,0.965277778,0.96540744,0.965277778,Midnight2,12,AudioSet
CBR32,4.16,5min,0.979166667,0.980392157,0.979166667,Midnight3,12,AudioSet
CBR32,4.16,10min,0.916470588,0.917570621,0.915819557,0840_sample0,None,AudioSet
CBR32,4.16,2_5min,0.911586247,0.91312054,0.910706345,0840_sample0,None,AudioSet
CBR32,4.16,20min,0.918981481,0.919055899,0.917944032,840,None,AudioSet
CBR32,4.16,5min,0.915116279,0.916314877,0.914172927,0840_sample3,None,AudioSet
CBR32,4.16,10min,0.822429907,0.823138574,0.820907605,Quarter_Day_Dawn,4,Analytical_Indices
CBR32,4.16,10min,0.583333333,0.593266769,0.583333333,Quarter_Day_Dusk,4,Analytical_Indices
CBR32,4.16,10min,0.906542056,0.912626362,0.910641503,Quarter_Day_Midday,4,Analytical_Indices
CBR32,4.16,10min,0.75,0.74477332,0.75,Quarter_Day_Midnight,4,Analytical_Indices
CBR32,4.16,2_5min,0.755841121,0.767599167,0.760801025,Quarter_Day_Dawn,4,Analytical_Indices
CBR32,4.16,2_5min,0.618055556,0.635959819,0.618055556,Quarter_Day_Dusk,4,Analytical_Indices
CBR32,4.16,2_5min,0.892523364,0.894435291,0.895096801,Quarter_Day_Midday,4,Analytical_Indices
CBR32,4.16,2_5min,0.746527778,0.751790796,0.746527778,Quarter_Day_Midnight,4,Analytical_Indices
CBR32,4.16,20min,0.822429907,0.819923372,0.818107546,Quarter_Day_Dawn,4,Analytical_Indices
CBR32,4.16,20min,0.592592593,0.604761905,0.592592593,Quarter_Day_Dusk,4,Analytical_Indices
CBR32,4.16,20min,0.926605505,0.934920635,0.930639731,Quarter_Day_Midday,4,Analytical_Indices
CBR32,4.16,20min,0.731481481,0.724603175,0.731481481,Quarter_Day_Midnight,4,Analytical_Indices
CBR32,4.16,5min,0.779620853,0.78638091,0.781410568,Quarter_Day_Dawn,4,Analytical_Indices
CBR32,4.16,5min,0.62962963,0.642369031,0.62962963,Quarter_Day_Dusk,4,Analytical_Indices
CBR32,4.16,5min,0.926267281,0.930145328,0.931712963,Quarter_Day_Midday,4,Analytical_Indices
CBR32,4.16,5min,0.75462963,0.754444712,0.75462963,Quarter_Day_Midnight,4,Analytical_Indices
CBR32,4.16,10min,0.861111111,0.8859236,0.861111111,Afternoon,8,Analytical_Indices
CBR32,4.16,10min,0.953703704,0.954454454,0.953703704,Dawn,8,Analytical_Indices
CBR32,4.16,10min,0.611111111,0.623440285,0.611111111,Dusk,8,Analytical_Indices
CBR32,4.16,10min,0.787037037,0.799382716,0.787037037,Early AM,8,Analytical_Indices
CBR32,4.16,10min,0.611111111,0.634424603,0.611111111,Evening,8,Analytical_Indices
CBR32,4.16,10min,0.916666667,0.926873385,0.916666667,Midday,8,Analytical_Indices
CBR32,4.16,10min,0.722222222,0.719616391,0.722222222,Midnight,8,Analytical_Indices
CBR32,4.16,10min,0.721153846,0.746060141,0.747649573,Morning,8,Analytical_Indices
CBR32,4.16,2_5min,0.886574074,0.905901785,0.886574074,Afternoon,8,Analytical_Indices
CBR32,4.16,2_5min,0.881944444,0.885485728,0.881944444,Dawn,8,Analytical_Indices
CBR32,4.16,2_5min,0.675925926,0.698207475,0.675925926,Dusk,8,Analytical_Indices
CBR32,4.16,2_5min,0.766203704,0.766377078,0.766203704,Early AM,8,Analytical_Indices
CBR32,4.16,2_5min,0.574074074,0.614624757,0.574074074,Evening,8,Analytical_Indices
CBR32,4.16,2_5min,0.9375,0.939522976,0.9375,Midday,8,Analytical_Indices
CBR32,4.16,2_5min,0.747685185,0.755274505,0.747685185,Midnight,8,Analytical_Indices
CBR32,4.16,2_5min,0.754807692,0.780519688,0.790518162,Morning,8,Analytical_Indices
CBR32,4.16,20min,0.907407407,0.927536232,0.907407407,Afternoon,8,Analytical_Indices
CBR32,4.16,20min,0.925925926,0.92962963,0.925925926,Dawn,8,Analytical_Indices
CBR32,4.16,20min,0.62962963,0.646825397,0.62962963,Dusk,8,Analytical_Indices
CBR32,4.16,20min,0.685185185,0.725120773,0.685185185,Early AM,8,Analytical_Indices
CBR32,4.16,20min,0.62962963,0.675925926,0.62962963,Evening,8,Analytical_Indices
CBR32,4.16,20min,0.909090909,0.927536232,0.910331384,Midday,8,Analytical_Indices
CBR32,4.16,20min,0.722222222,0.717887376,0.722222222,Midnight,8,Analytical_Indices
CBR32,4.16,20min,0.830188679,0.855472013,0.862222222,Morning,8,Analytical_Indices
CBR32,4.16,5min,0.888888889,0.901667298,0.888888889,Afternoon,8,Analytical_Indices
CBR32,4.16,5min,0.902777778,0.90663597,0.902777778,Dawn,8,Analytical_Indices
CBR32,4.16,5min,0.643518519,0.65734767,0.643518519,Dusk,8,Analytical_Indices
CBR32,4.16,5min,0.796296296,0.8013868,0.796296296,Early AM,8,Analytical_Indices
CBR32,4.16,5min,0.62962963,0.638580799,0.62962963,Evening,8,Analytical_Indices
CBR32,4.16,5min,0.922018349,0.924237185,0.923844333,Midday,8,Analytical_Indices
CBR32,4.16,5min,0.726851852,0.746741121,0.726851852,Midnight,8,Analytical_Indices
CBR32,4.16,5min,0.77184466,0.7875,0.797990564,Morning,8,Analytical_Indices
CBR32,4.16,10min,0.847222222,0.858024691,0.847222222,Dusk1,12,Analytical_Indices
CBR32,4.16,10min,0.555555556,0.598210365,0.555555556,Dusk2,12,Analytical_Indices
CBR32,4.16,10min,0.541666667,0.675714286,0.541666667,Dusk3,12,Analytical_Indices
CBR32,4.16,10min,0.833333333,0.835307642,0.833333333,Early AM1,12,Analytical_Indices
CBR32,4.16,10min,0.847222222,0.895238095,0.847222222,Early AM2,12,Analytical_Indices
CBR32,4.16,10min,0.671428571,0.746928747,0.689351852,Early AM3,12,Analytical_Indices
CBR32,4.16,10min,0.928571429,0.933073424,0.938492063,Midday1,12,Analytical_Indices
CBR32,4.16,10min,0.902777778,0.914367816,0.902777778,Midday2,12,Analytical_Indices
CBR32,4.16,10min,0.819444444,0.872380952,0.819444444,Midday3,12,Analytical_Indices
CBR32,4.16,10min,0.347222222,0.504182754,0.347222222,Midnight1,12,Analytical_Indices
CBR32,4.16,10min,0.541666667,0.51518797,0.541666667,Midnight2,12,Analytical_Indices
CBR32,4.16,10min,0.708333333,0.775418275,0.708333333,Midnight3,12,Analytical_Indices
CBR32,4.16,2_5min,0.930555556,0.933524107,0.930555556,Dusk1,12,Analytical_Indices
CBR32,4.16,2_5min,0.520833333,0.550318719,0.520833333,Dusk2,12,Analytical_Indices
CBR32,4.16,2_5min,0.541666667,0.707096811,0.541666667,Dusk3,12,Analytical_Indices
CBR32,4.16,2_5min,0.815972222,0.811374869,0.815972222,Early AM1,12,Analytical_Indices
CBR32,4.16,2_5min,0.861111111,0.870625554,0.861111111,Early AM2,12,Analytical_Indices
CBR32,4.16,2_5min,0.717857143,0.746751309,0.744212963,Early AM3,12,Analytical_Indices
CBR32,4.16,2_5min,0.785714286,0.794547421,0.795469577,Midday1,12,Analytical_Indices
CBR32,4.16,2_5min,0.923611111,0.928609819,0.923611111,Midday2,12,Analytical_Indices
CBR32,4.16,2_5min,0.864583333,0.894947232,0.864583333,Midday3,12,Analytical_Indices
CBR32,4.16,2_5min,0.482638889,0.525664605,0.482638889,Midnight1,12,Analytical_Indices
CBR32,4.16,2_5min,0.628472222,0.620196313,0.628472222,Midnight2,12,Analytical_Indices
CBR32,4.16,2_5min,0.59375,0.634780353,0.59375,Midnight3,12,Analytical_Indices
CBR32,4.16,20min,0.916666667,0.923076923,0.916666667,Dusk1,12,Analytical_Indices
CBR32,4.16,20min,0.416666667,0.425,0.416666667,Dusk2,12,Analytical_Indices
CBR32,4.16,20min,0.638888889,0.682621083,0.638888889,Dusk3,12,Analytical_Indices
CBR32,4.16,20min,0.722222222,0.726190476,0.722222222,Early AM1,12,Analytical_Indices
CBR32,4.16,20min,0.805555556,0.856711916,0.805555556,Early AM2,12,Analytical_Indices
CBR32,4.16,20min,0.685714286,0.768518519,0.706018519,Early AM3,12,Analytical_Indices
CBR32,4.16,20min,0.837837838,0.857142857,0.861111111,Midday1,12,Analytical_Indices
CBR32,4.16,20min,0.916666667,0.933333333,0.916666667,Midday2,12,Analytical_Indices
CBR32,4.16,20min,0.916666667,0.922077922,0.916666667,Midday3,12,Analytical_Indices
CBR32,4.16,20min,0.416666667,0.532763533,0.416666667,Midnight1,12,Analytical_Indices
CBR32,4.16,20min,0.527777778,0.487993488,0.527777778,Midnight2,12,Analytical_Indices
CBR32,4.16,20min,0.722222222,0.756944444,0.722222222,Midnight3,12,Analytical_Indices
CBR32,4.16,5min,0.881944444,0.886790123,0.881944444,Dusk1,12,Analytical_Indices
CBR32,4.16,5min,0.569444444,0.609477124,0.569444444,Dusk2,12,Analytical_Indices
CBR32,4.16,5min,0.597222222,0.673566538,0.597222222,Dusk3,12,Analytical_Indices
CBR32,4.16,5min,0.833333333,0.831222462,0.833333333,Early AM1,12,Analytical_Indices
CBR32,4.16,5min,0.854166667,0.865764762,0.854166667,Early AM2,12,Analytical_Indices
CBR32,4.16,5min,0.723880597,0.769454123,0.740683676,Early AM3,12,Analytical_Indices
CBR32,4.16,5min,0.890410959,0.886657404,0.90625,Midday1,12,Analytical_Indices
CBR32,4.16,5min,0.916666667,0.922619048,0.916666667,Midday2,12,Analytical_Indices
CBR32,4.16,5min,0.868055556,0.905472637,0.868055556,Midday3,12,Analytical_Indices
CBR32,4.16,5min,0.5625,0.5503663,0.5625,Midnight1,12,Analytical_Indices
CBR32,4.16,5min,0.576388889,0.57192574,0.576388889,Midnight2,12,Analytical_Indices
CBR32,4.16,5min,0.701388889,0.779403794,0.701388889,Midnight3,12,Analytical_Indices
CBR64,8.33,10min,0.781140861,0.77713283,0.780220208,0840_sample0,None,Analytical_Indices
CBR64,8.33,2_5min,0.745639535,0.747073477,0.745079979,0001_sample0,None,Analytical_Indices
CBR64,8.33,20min,0.770833333,0.767471532,0.769485196,1,None,Analytical_Indices
CBR64,8.33,5min,0.772093023,0.769033438,0.77145197,0840_sample3,None,Analytical_Indices
CBR64,8.33,10min,0.943925234,0.944698545,0.944555853,Quarter_Day_Dawn,4,AudioSet
CBR64,8.33,10min,0.888888889,0.896720969,0.888888889,Quarter_Day_Dusk,4,AudioSet
CBR64,8.33,10min,0.929906542,0.929488346,0.930156831,Quarter_Day_Midday,4,AudioSet
CBR64,8.33,10min,0.972222222,0.972458172,0.972222222,Quarter_Day_Midnight,4,AudioSet
CBR64,8.33,2_5min,0.932242991,0.933914507,0.931896168,Quarter_Day_Dawn,4,AudioSet
CBR64,8.33,2_5min,0.903935185,0.909466943,0.903935185,Quarter_Day_Dusk,4,AudioSet
