compression,file.size,frame.size,accuracy,precision,recall,TOD,chunks,index.type
CBR64,8.33,2_5min,0.919724771,0.918590478,0.919013047,Quarter_Day_Midday,4,AudioSet
CBR64,8.33,2_5min,0.96875,0.969191328,0.96875,Quarter_Day_Midnight,4,AudioSet
CBR64,8.33,20min,0.925233645,0.929418252,0.925683304,Quarter_Day_Dawn,4,AudioSet
CBR64,8.33,20min,0.935185185,0.937839282,0.935185185,Quarter_Day_Dusk,4,AudioSet
CBR64,8.33,20min,0.908256881,0.906883664,0.907744108,Quarter_Day_Midday,4,AudioSet
CBR64,8.33,20min,0.972222222,0.972458172,0.972222222,Quarter_Day_Midnight,4,AudioSet
CBR64,8.33,5min,0.924170616,0.928673835,0.923814341,Quarter_Day_Dawn,4,AudioSet
CBR64,8.33,5min,0.888888889,0.894581715,0.888888889,Quarter_Day_Dusk,4,AudioSet
CBR64,8.33,5min,0.923963134,0.922810178,0.923646724,Quarter_Day_Midday,4,AudioSet
CBR64,8.33,5min,0.976851852,0.977091377,0.976851852,Quarter_Day_Midnight,4,AudioSet
CBR64,8.33,10min,0.962962963,0.966666667,0.962962963,Afternoon,8,AudioSet
CBR64,8.33,10min,0.925925926,0.926728586,0.925925926,Dawn,8,AudioSet
CBR64,8.33,10min,0.925925926,0.927273248,0.925925926,Dusk,8,AudioSet
CBR64,8.33,10min,0.861111111,0.901960784,0.861111111,Early AM,8,AudioSet
CBR64,8.33,10min,0.842592593,0.871014493,0.842592593,Evening,8,AudioSet
CBR64,8.33,10min,0.916666667,0.920283264,0.916666667,Midday,8,AudioSet
CBR64,8.33,10min,0.953703704,0.953925354,0.953703704,Midnight,8,AudioSet
CBR64,8.33,10min,0.894230769,0.885630499,0.911111111,Morning,8,AudioSet
CBR64,8.33,2_5min,0.928240741,0.935353354,0.928240741,Afternoon,8,AudioSet
CBR64,8.33,2_5min,0.939814815,0.941442703,0.939814815,Dawn,8,AudioSet
CBR64,8.33,2_5min,0.930555556,0.931028368,0.930555556,Dusk,8,AudioSet
CBR64,8.33,2_5min,0.851851852,0.891029975,0.851851852,Early AM,8,AudioSet
CBR64,8.33,2_5min,0.837962963,0.86503652,0.837962963,Evening,8,AudioSet
CBR64,8.33,2_5min,0.911363636,0.912049439,0.911306043,Midday,8,AudioSet
CBR64,8.33,2_5min,0.935185185,0.937747485,0.935185185,Midnight,8,AudioSet
CBR64,8.33,2_5min,0.896226415,0.886456479,0.908974359,Morning,8,AudioSet
CBR64,8.33,20min,0.981481481,0.98245614,0.981481481,Afternoon,8,AudioSet
CBR64,8.33,20min,0.962962963,0.962962963,0.962962963,Dawn,8,AudioSet
CBR64,8.33,20min,0.981481481,0.98245614,0.981481481,Dusk,8,AudioSet
CBR64,8.33,20min,0.925925926,0.939393939,0.925925926,Early AM,8,AudioSet
CBR64,8.33,20min,0.87037037,0.906666667,0.87037037,Evening,8,AudioSet
CBR64,8.33,20min,0.872727273,0.87394958,0.873294347,Midday,8,AudioSet
CBR64,8.33,20min,0.962962963,0.962962963,0.962962963,Midnight,8,AudioSet
CBR64,8.33,20min,0.867924528,0.864661654,0.885470085,Morning,8,AudioSet
CBR64,8.33,5min,0.967592593,0.970464135,0.967592593,Afternoon,8,AudioSet
CBR64,8.33,5min,0.944444444,0.945588609,0.944444444,Dawn,8,AudioSet
CBR64,8.33,5min,0.916666667,0.917107031,0.916666667,Dusk,8,AudioSet
CBR64,8.33,5min,0.865740741,0.904290429,0.865740741,Early AM,8,AudioSet
CBR64,8.33,5min,0.847222222,0.874964539,0.847222222,Evening,8,AudioSet
CBR64,8.33,5min,0.917431193,0.91773087,0.917690058,Midday,8,AudioSet
CBR64,8.33,5min,0.958333333,0.95884058,0.958333333,Midnight,8,AudioSet
CBR64,8.33,5min,0.898058252,0.889984043,0.906060924,Morning,8,AudioSet
CBR64,8.33,10min,0.847222222,0.848985891,0.847222222,Dusk1,12,AudioSet
CBR64,8.33,10min,0.930555556,0.933201058,0.930555556,Dusk2,12,AudioSet
CBR64,8.33,10min,0.847222222,0.869875223,0.847222222,Dusk3,12,AudioSet
CBR64,8.33,10min,0.861111111,0.901960784,0.861111111,Early AM1,12,AudioSet
CBR64,8.33,10min,1,1,1,Early AM2,12,AudioSet
CBR64,8.33,10min,0.9,0.893939394,0.918981481,Early AM3,12,AudioSet
CBR64,8.33,10min,0.957142857,0.952380952,0.96031746,Midday1,12,AudioSet
CBR64,8.33,10min,0.875,0.872909699,0.875,Midday2,12,AudioSet
CBR64,8.33,10min,1,1,1,Midday3,12,AudioSet
CBR64,8.33,10min,0.916666667,0.923809524,0.916666667,Midnight1,12,AudioSet
CBR64,8.33,10min,0.972222222,0.974358974,0.972222222,Midnight2,12,AudioSet
CBR64,8.33,10min,0.902777778,0.924731183,0.902777778,Midnight3,12,AudioSet
CBR64,8.33,2_5min,0.854166667,0.863572212,0.854166667,Dusk1,12,AudioSet
CBR64,8.33,2_5min,0.961805556,0.961903176,0.961805556,Dusk2,12,AudioSet
CBR64,8.33,2_5min,0.826388889,0.849782135,0.826388889,Dusk3,12,AudioSet
CBR64,8.33,2_5min,0.875,0.899532734,0.875,Early AM1,12,AudioSet
CBR64,8.33,2_5min,0.993055556,0.993197279,0.993055556,Early AM2,12,AudioSet
CBR64,8.33,2_5min,0.860714286,0.859627693,0.882060185,Early AM3,12,AudioSet
CBR64,8.33,2_5min,0.912162162,0.901247823,0.911747685,Midday1,12,AudioSet
CBR64,8.33,2_5min,0.868055556,0.869100122,0.868055556,Midday2,12,AudioSet
CBR64,8.33,2_5min,0.940972222,0.943621189,0.940972222,Midday3,12,AudioSet
CBR64,8.33,2_5min,0.934027778,0.940718496,0.934027778,Midnight1,12,AudioSet
CBR64,8.33,2_5min,0.989583333,0.989618376,0.989583333,Midnight2,12,AudioSet
CBR64,8.33,2_5min,0.9375,0.947368421,0.9375,Midnight3,12,AudioSet
CBR64,8.33,20min,0.944444444,0.952380952,0.944444444,Dusk1,12,AudioSet
CBR64,8.33,20min,0.972222222,0.974358974,0.972222222,Dusk2,12,AudioSet
CBR64,8.33,20min,0.833333333,0.860294118,0.833333333,Dusk3,12,AudioSet
CBR64,8.33,20min,0.861111111,0.901960784,0.861111111,Early AM1,12,AudioSet
CBR64,8.33,20min,1,1,1,Early AM2,12,AudioSet
CBR64,8.33,20min,0.885714286,0.883333333,0.904166667,Early AM3,12,AudioSet
CBR64,8.33,20min,0.945945946,0.938888889,0.951388889,Midday1,12,AudioSet
CBR64,8.33,20min,0.833333333,0.839393939,0.833333333,Midday2,12,AudioSet
CBR64,8.33,20min,1,1,1,Midday3,12,AudioSet
CBR64,8.33,20min,0.944444444,0.952380952,0.944444444,Midnight1,12,AudioSet
CBR64,8.33,20min,1,1,1,Midnight2,12,AudioSet
CBR64,8.33,20min,0.888888889,0.916666667,0.888888889,Midnight3,12,AudioSet
CBR64,8.33,5min,0.868055556,0.868600218,0.868055556,Dusk1,12,AudioSet
CBR64,8.33,5min,0.930555556,0.930454,0.930555556,Dusk2,12,AudioSet
CBR64,8.33,5min,0.8125,0.835294118,0.8125,Dusk3,12,AudioSet
CBR64,8.33,5min,0.861111111,0.898669916,0.861111111,Early AM1,12,AudioSet
CBR64,8.33,5min,1,1,1,Early AM2,12,AudioSet
CBR64,8.33,5min,0.858208955,0.861031551,0.87738198,Early AM3,12,AudioSet
CBR64,8.33,5min,0.938356164,0.92466935,0.932393791,Midday1,12,AudioSet
CBR64,8.33,5min,0.833333333,0.836460987,0.833333333,Midday2,12,AudioSet
CBR64,8.33,5min,0.958333333,0.959148936,0.958333333,Midday3,12,AudioSet
CBR64,8.33,5min,0.9375,0.940470967,0.9375,Midnight1,12,AudioSet
CBR64,8.33,5min,0.993055556,0.993197279,0.993055556,Midnight2,12,AudioSet
CBR64,8.33,5min,0.923611111,0.937853107,0.923611111,Midnight3,12,AudioSet
CBR64,8.33,10min,0.912790698,0.912603458,0.912128,0840_sample0,None,AudioSet
CBR64,8.33,2_5min,0.922164352,0.921420885,0.921177993,0840_sample0,None,AudioSet
CBR64,8.33,20min,0.916666667,0.915985932,0.915683019,840,None,AudioSet
CBR64,8.33,5min,0.922674419,0.921995544,0.921698519,0840_sample3,None,AudioSet
CBR64,8.33,10min,0.741784038,0.747670084,0.737745098,Quarter_Day_Dawn,4,Analytical_Indices
CBR64,8.33,10min,0.800925926,0.798034164,0.800925926,Quarter_Day_Dusk,4,Analytical_Indices
CBR64,8.33,10min,0.836448598,0.842127125,0.839801524,Quarter_Day_Midday,4,Analytical_Indices
CBR64,8.33,10min,0.768518519,0.776884858,0.768518519,Quarter_Day_Midnight,4,Analytical_Indices
CBR64,8.33,2_5min,0.75,0.75076253,0.749624926,Quarter_Day_Dawn,4,Analytical_Indices
CBR64,8.33,2_5min,0.731481481,0.748742334,0.731481481,Quarter_Day_Dusk,4,Analytical_Indices
CBR64,8.33,2_5min,0.780373832,0.785990583,0.783332226,Quarter_Day_Midday,4,Analytical_Indices
CBR64,8.33,2_5min,0.792824074,0.805477653,0.792824074,Quarter_Day_Midnight,4,Analytical_Indices
CBR64,8.33,20min,0.76635514,0.773569024,0.764572193,Quarter_Day_Dawn,4,Analytical_Indices
CBR64,8.33,20min,0.777777778,0.777221254,0.777777778,Quarter_Day_Dusk,4,Analytical_Indices
CBR64,8.33,20min,0.798165138,0.807043651,0.802946128,Quarter_Day_Midday,4,Analytical_Indices
CBR64,8.33,20min,0.787037037,0.795824771,0.787037037,Quarter_Day_Midnight,4,Analytical_Indices
CBR64,8.33,5min,0.765402844,0.764307588,0.764150391,Quarter_Day_Dawn,4,Analytical_Indices
CBR64,8.33,5min,0.773148148,0.779615316,0.773148148,Quarter_Day_Dusk,4,Analytical_Indices
CBR64,8.33,5min,0.813364055,0.819632374,0.818963675,Quarter_Day_Midday,4,Analytical_Indices
CBR64,8.33,5min,0.8125,0.82668215,0.8125,Quarter_Day_Midnight,4,Analytical_Indices
CBR64,8.33,10min,0.787037037,0.812831448,0.787037037,Afternoon,8,Analytical_Indices
CBR64,8.33,10min,0.768518519,0.773569024,0.768518519,Dawn,8,Analytical_Indices
CBR64,8.33,10min,0.861111111,0.866961769,0.861111111,Dusk,8,Analytical_Indices
CBR64,8.33,10min,0.592592593,0.642063213,0.592592593,Early AM,8,Analytical_Indices
CBR64,8.33,10min,0.490740741,0.508928571,0.490740741,Evening,8,Analytical_Indices
CBR64,8.33,10min,0.805555556,0.861244019,0.805555556,Midday,8,Analytical_Indices
CBR64,8.33,10min,0.796296296,0.796296296,0.796296296,Midnight,8,Analytical_Indices
CBR64,8.33,10min,0.572815534,0.554770393,0.557765989,Morning,8,Analytical_Indices
CBR64,8.33,2_5min,0.796296296,0.81409927,0.796296296,Afternoon,8,Analytical_Indices
CBR64,8.33,2_5min,0.833333333,0.838592722,0.833333333,Dawn,8,Analytical_Indices
CBR64,8.33,2_5min,0.821759259,0.82534807,0.821759259,Dusk,8,Analytical_Indices
CBR64,8.33,2_5min,0.638888889,0.679182811,0.638888889,Early AM,8,Analytical_Indices
CBR64,8.33,2_5min,0.493055556,0.51436454,0.493055556,Evening,8,Analytical_Indices
CBR64,8.33,2_5min,0.706018519,0.721047026,0.706018519,Midday,8,Analytical_Indices
CBR64,8.33,2_5min,0.803240741,0.810282651,0.803240741,Midnight,8,Analytical_Indices
CBR64,8.33,2_5min,0.689903846,0.686010838,0.694577991,Morning,8,Analytical_Indices
CBR64,8.33,20min,0.888888889,0.890723541,0.888888889,Afternoon,8,Analytical_Indices
CBR64,8.33,20min,0.740740741,0.755067155,0.740740741,Dawn,8,Analytical_Indices
CBR64,8.33,20min,0.851851852,0.869047619,0.851851852,Dusk,8,Analytical_Indices
CBR64,8.33,20min,0.555555556,0.58961972,0.555555556,Early AM,8,Analytical_Indices
CBR64,8.33,20min,0.574074074,0.601058201,0.574074074,Evening,8,Analytical_Indices
CBR64,8.33,20min,0.818181818,0.846153846,0.815789474,Midday,8,Analytical_Indices
CBR64,8.33,20min,0.703703704,0.718518519,0.703703704,Midnight,8,Analytical_Indices
CBR64,8.33,20min,0.622641509,0.586666667,0.598632479,Morning,8,Analytical_Indices
CBR64,8.33,5min,0.74537037,0.77849498,0.74537037,Afternoon,8,Analytical_Indices
CBR64,8.33,5min,0.791666667,0.806577965,0.791666667,Dawn,8,Analytical_Indices
CBR64,8.33,5min,0.851851852,0.854352279,0.851851852,Dusk,8,Analytical_Indices
CBR64,8.33,5min,0.564814815,0.634525975,0.564814815,Early AM,8,Analytical_Indices
CBR64,8.33,5min,0.546296296,0.583477459,0.546296296,Evening,8,Analytical_Indices
CBR64,8.33,5min,0.839449541,0.879289459,0.838074353,Midday,8,Analytical_Indices
CBR64,8.33,5min,0.796296296,0.803009548,0.796296296,Midnight,8,Analytical_Indices
CBR64,8.33,5min,0.650485437,0.641122766,0.648253247,Morning,8,Analytical_Indices
CBR64,8.33,10min,0.902777778,0.907283951,0.902777778,Dusk1,12,Analytical_Indices
CBR64,8.33,10min,0.805555556,0.802592593,0.805555556,Dusk2,12,Analytical_Indices
CBR64,8.33,10min,0.569444444,0.633416229,0.569444444,Dusk3,12,Analytical_Indices
CBR64,8.33,10min,0.486111111,0.580112045,0.486111111,Early AM1,12,Analytical_Indices
CBR64,8.33,10min,0.833333333,0.854166667,0.833333333,Early AM2,12,Analytical_Indices
CBR64,8.33,10min,0.666666667,0.67,0.683210784,Early AM3,12,Analytical_Indices
CBR64,8.33,10min,0.7,0.710913483,0.671296296,Midday1,12,Analytical_Indices
CBR64,8.33,10min,0.888888889,0.898268398,0.888888889,Midday2,12,Analytical_Indices
CBR64,8.33,10min,0.819444444,0.872380952,0.819444444,Midday3,12,Analytical_Indices
CBR64,8.33,10min,0.444444444,0.491452991,0.444444444,Midnight1,12,Analytical_Indices
CBR64,8.33,10min,0.472222222,0.350846971,0.472222222,Midnight2,12,Analytical_Indices
CBR64,8.33,10min,0.694444444,0.721230159,0.694444444,Midnight3,12,Analytical_Indices
CBR64,8.33,2_5min,0.881944444,0.881944444,0.881944444,Dusk1,12,Analytical_Indices
CBR64,8.33,2_5min,0.725694444,0.763032348,0.725694444,Dusk2,12,Analytical_Indices
CBR64,8.33,2_5min,0.513888889,0.482150766,0.513888889,Dusk3,12,Analytical_Indices
CBR64,8.33,2_5min,0.652777778,0.695001858,0.652777778,Early AM1,12,Analytical_Indices
CBR64,8.33,2_5min,0.875,0.882012554,0.875,Early AM2,12,Analytical_Indices
CBR64,8.33,2_5min,0.710714286,0.694491701,0.707060185,Early AM3,12,Analytical_Indices
CBR64,8.33,2_5min,0.717857143,0.737276396,0.703373016,Midday1,12,Analytical_Indices
CBR64,8.33,2_5min,0.795138889,0.799767492,0.795138889,Midday2,12,Analytical_Indices
CBR64,8.33,2_5min,0.881944444,0.891289914,0.881944444,Midday3,12,Analytical_Indices
CBR64,8.33,2_5min,0.458333333,0.485861258,0.458333333,Midnight1,12,Analytical_Indices
CBR64,8.33,2_5min,0.777777778,0.777185452,0.777777778,Midnight2,12,Analytical_Indices
CBR64,8.33,2_5min,0.739583333,0.745498757,0.739583333,Midnight3,12,Analytical_Indices
CBR64,8.33,20min,0.833333333,0.840384615,0.833333333,Dusk1,12,Analytical_Indices
CBR64,8.33,20min,0.916666667,0.922077922,0.916666667,Dusk2,12,Analytical_Indices
CBR64,8.33,20min,0.583333333,0.648913043,0.583333333,Dusk3,12,Analytical_Indices
CBR64,8.33,20min,0.527777778,0.62202381,0.527777778,Early AM1,12,Analytical_Indices
CBR64,8.33,20min,0.694444444,0.720448179,0.694444444,Early AM2,12,Analytical_Indices
CBR64,8.33,20min,0.685714286,0.692255892,0.681018519,Early AM3,12,Analytical_Indices
CBR64,8.33,20min,0.702702703,0.68496732,0.659722222,Midday1,12,Analytical_Indices
CBR64,8.33,20min,0.833333333,0.871657754,0.833333333,Midday2,12,Analytical_Indices
CBR64,8.33,20min,0.75,0.834008097,0.75,Midday3,12,Analytical_Indices
CBR64,8.33,20min,0.5,0.553030303,0.5,Midnight1,12,Analytical_Indices
CBR64,8.33,20min,0.333333333,NA,0.333333333,Midnight2,12,Analytical_Indices
CBR64,8.33,20min,0.555555556,0.563492063,0.555555556,Midnight3,12,Analytical_Indices
CBR64,8.33,5min,0.9375,0.938208061,0.9375,Dusk1,12,Analytical_Indices
CBR64,8.33,5min,0.819444444,0.819362502,0.819444444,Dusk2,12,Analytical_Indices
CBR64,8.33,5min,0.541666667,0.548233487,0.541666667,Dusk3,12,Analytical_Indices
CBR64,8.33,5min,0.625,0.670369924,0.625,Early AM1,12,Analytical_Indices
CBR64,8.33,5min,0.791666667,0.793970315,0.791666667,Early AM2,12,Analytical_Indices
CBR64,8.33,5min,0.634328358,0.654949888,0.640379638,Early AM3,12,Analytical_Indices
CBR64,8.33,5min,0.691780822,0.687265312,0.673508987,Midday1,12,Analytical_Indices
CBR64,8.33,5min,0.881944444,0.884360793,0.881944444,Midday2,12,Analytical_Indices
CBR64,8.33,5min,0.833333333,0.859410431,0.833333333,Midday3,12,Analytical_Indices
CBR64,8.33,5min,0.416666667,0.491045816,0.416666667,Midnight1,12,Analytical_Indices
CBR64,8.33,5min,0.715277778,0.722228284,0.715277778,Midnight2,12,Analytical_Indices
CBR64,8.33,5min,0.694444444,0.70810537,0.694444444,Midnight3,12,Analytical_Indices
CBR128,16.667,10min,0.686046512,0.681164657,0.684026566,0101_sample1,None,Analytical_Indices
CBR128,16.667,2_5min,0.733430233,0.73539667,0.732892792,0001_sample0,None,Analytical_Indices
CBR128,16.667,20min,0.675925926,0.669945185,0.673076768,1,None,Analytical_Indices
CBR128,16.667,5min,0.725101922,0.724250871,0.724018702,1840_sample2,None,Analytical_Indices
CBR128,16.667,10min,0.943925234,0.942204301,0.940730838,Quarter_Day_Dawn,4,AudioSet
CBR128,16.667,10min,0.888888889,0.895899387,0.888888889,Quarter_Day_Dusk,4,AudioSet
CBR128,16.667,10min,0.981308411,0.980812411,0.981968811,Quarter_Day_Midday,4,AudioSet
CBR128,16.667,10min,0.99537037,0.99543379,0.99537037,Quarter_Day_Midnight,4,AudioSet
CBR128,16.667,2_5min,0.946261682,0.94571159,0.943881833,Quarter_Day_Dawn,4,AudioSet
CBR128,16.667,2_5min,0.866898148,0.880931452,0.866898148,Quarter_Day_Dusk,4,AudioSet
CBR128,16.667,2_5min,0.963302752,0.962406365,0.964278199,Quarter_Day_Midday,4,AudioSet
CBR128,16.667,2_5min,0.986095017,0.986156155,0.986078849,Quarter_Day_Midnight,4,AudioSet
CBR128,16.667,20min,0.953271028,0.952210275,0.950683304,Quarter_Day_Dawn,4,AudioSet
CBR128,16.667,20min,0.898148148,0.900921893,0.898148148,Quarter_Day_Dusk,4,AudioSet
CBR128,16.667,20min,0.981651376,0.980952381,0.982407407,Quarter_Day_Midday,4,AudioSet
CBR128,16.667,20min,0.990740741,0.990990991,0.990740741,Quarter_Day_Midnight,4,AudioSet
CBR128,16.667,5min,0.950236967,0.950570776,0.947954713,Quarter_Day_Dawn,4,AudioSet
CBR128,16.667,5min,0.881944444,0.894806762,0.881944444,Quarter_Day_Dusk,4,AudioSet
CBR128,16.667,5min,0.958525346,0.957618521,0.959455128,Quarter_Day_Midday,4,AudioSet
CBR128,16.667,5min,0.990740741,0.990990991,0.990740741,Quarter_Day_Midnight,4,AudioSet
CBR128,16.667,10min,0.981481481,0.98245614,0.981481481,Afternoon,8,AudioSet
CBR128,16.667,10min,0.953703704,0.954454454,0.953703704,Dawn,8,AudioSet
CBR128,16.667,10min,0.888888889,0.889473684,0.888888889,Dusk,8,AudioSet
CBR128,16.667,10min,0.916666667,0.933333333,0.916666667,Early AM,8,AudioSet
CBR128,16.667,10min,0.898148148,0.921985816,0.898148148,Evening,8,AudioSet
CBR128,16.667,10min,0.972222222,0.974358974,0.972222222,Midday,8,AudioSet
CBR128,16.667,10min,0.990740741,0.990990991,0.990740741,Midnight,8,AudioSet
CBR128,16.667,10min,0.932692308,0.923579109,0.933012821,Morning,8,AudioSet
CBR128,16.667,2_5min,0.972222222,0.972471972,0.972222222,Afternoon,8,AudioSet
CBR128,16.667,2_5min,0.949074074,0.949887387,0.949074074,Dawn,8,AudioSet
CBR128,16.667,2_5min,0.875,0.882449419,0.875,Dusk,8,AudioSet
CBR128,16.667,2_5min,0.907407407,0.925541126,0.907407407,Early AM,8,AudioSet
CBR128,16.667,2_5min,0.912037037,0.93040293,0.912037037,Evening,8,AudioSet
CBR128,16.667,2_5min,0.961363636,0.962178205,0.961500975,Midday,8,AudioSet
CBR128,16.667,2_5min,0.969837587,0.97029734,0.969842657,Midnight,8,AudioSet
CBR128,16.667,2_5min,0.912735849,0.905740548,0.920128205,Morning,8,AudioSet
CBR128,16.667,20min,0.981481481,0.98245614,0.981481481,Afternoon,8,AudioSet
CBR128,16.667,20min,0.962962963,0.962962963,0.962962963,Dawn,8,AudioSet
CBR128,16.667,20min,0.962962963,0.963937622,0.962962963,Dusk,8,AudioSet
CBR128,16.667,20min,0.907407407,0.927536232,0.907407407,Early AM,8,AudioSet
CBR128,16.667,20min,0.907407407,0.927536232,0.907407407,Evening,8,AudioSet
CBR128,16.667,20min,0.945454545,0.952380952,0.946393762,Midday,8,AudioSet
CBR128,16.667,20min,1,1,1,Midnight,8,AudioSet
CBR128,16.667,20min,0.924528302,0.911111111,0.925470085,Morning,8,AudioSet
CBR128,16.667,5min,0.99537037,0.99543379,0.99537037,Afternoon,8,AudioSet
CBR128,16.667,5min,0.962962963,0.963191763,0.962962963,Dawn,8,AudioSet
CBR128,16.667,5min,0.916666667,0.922767003,0.916666667,Dusk,8,AudioSet
CBR128,16.667,5min,0.907407407,0.927536232,0.907407407,Early AM,8,AudioSet
CBR128,16.667,5min,0.902777778,0.924731183,0.902777778,Evening,8,AudioSet
CBR128,16.667,5min,0.97706422,0.977777778,0.977074631,Midday,8,AudioSet
CBR128,16.667,5min,0.981481481,0.98245614,0.981481481,Midnight,8,AudioSet
CBR128,16.667,5min,0.927184466,0.91833897,0.926500087,Morning,8,AudioSet
CBR128,16.667,10min,0.944444444,0.94531857,0.944444444,Dusk1,12,AudioSet
CBR128,16.667,10min,0.875,0.87458194,0.875,Dusk2,12,AudioSet
CBR128,16.667,10min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR128,16.667,10min,0.875,0.909090909,0.875,Early AM1,12,AudioSet
CBR128,16.667,10min,0.972222222,0.974358974,0.972222222,Early AM2,12,AudioSet
CBR128,16.667,10min,0.914285714,0.902380952,0.916898148,Early AM3,12,AudioSet
CBR128,16.667,10min,0.957142857,0.952380952,0.96031746,Midday1,12,AudioSet
CBR128,16.667,10min,0.930555556,0.942528736,0.930555556,Midday2,12,AudioSet
CBR128,16.667,10min,1,1,1,Midday3,12,AudioSet
CBR128,16.667,10min,0.861111111,0.901960784,0.861111111,Midnight1,12,AudioSet
CBR128,16.667,10min,1,1,1,Midnight2,12,AudioSet
CBR128,16.667,10min,1,1,1,Midnight3,12,AudioSet
CBR128,16.667,2_5min,0.878472222,0.884836894,0.878472222,Dusk1,12,AudioSet
CBR128,16.667,2_5min,0.913194444,0.912804072,0.913194444,Dusk2,12,AudioSet
CBR128,16.667,2_5min,0.868055556,0.903831744,0.868055556,Dusk3,12,AudioSet
CBR128,16.667,2_5min,0.875,0.899532734,0.875,Early AM1,12,AudioSet
CBR128,16.667,2_5min,0.982638889,0.98349835,0.982638889,Early AM2,12,AudioSet
CBR128,16.667,2_5min,0.914285714,0.907230582,0.920196759,Early AM3,12,AudioSet
CBR128,16.667,2_5min,0.939189189,0.933929459,0.944444444,Midday1,12,AudioSet
CBR128,16.667,2_5min,0.934027778,0.94023569,0.934027778,Midday2,12,AudioSet
CBR128,16.667,2_5min,0.986111111,0.986111111,0.986111111,Midday3,12,AudioSet
CBR128,16.667,2_5min,0.958333333,0.961532836,0.958333333,Midnight1,12,AudioSet
CBR128,16.667,2_5min,0.989547038,0.989795918,0.989583333,Midnight2,12,AudioSet
CBR128,16.667,2_5min,0.993055556,0.993055556,0.993055556,Midnight3,12,AudioSet
CBR128,16.667,20min,1,1,1,Dusk1,12,AudioSet
CBR128,16.667,20min,0.888888889,0.888888889,0.888888889,Dusk2,12,AudioSet
CBR128,16.667,20min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR128,16.667,20min,0.916666667,0.933333333,0.916666667,Early AM1,12,AudioSet
CBR128,16.667,20min,0.972222222,0.974358974,0.972222222,Early AM2,12,AudioSet
CBR128,16.667,20min,0.942857143,0.933333333,0.945833333,Early AM3,12,AudioSet
CBR128,16.667,20min,0.945945946,0.939393939,0.951388889,Midday1,12,AudioSet
CBR128,16.667,20min,0.888888889,0.916666667,0.888888889,Midday2,12,AudioSet
CBR128,16.667,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
CBR128,16.667,20min,0.861111111,0.901960784,0.861111111,Midnight1,12,AudioSet
CBR128,16.667,20min,1,1,1,Midnight2,12,AudioSet
CBR128,16.667,20min,1,1,1,Midnight3,12,AudioSet
CBR128,16.667,5min,0.923611111,0.932875667,0.923611111,Dusk1,12,AudioSet
CBR128,16.667,5min,0.909722222,0.909346347,0.909722222,Dusk2,12,AudioSet
CBR128,16.667,5min,0.868055556,0.905472637,0.868055556,Dusk3,12,AudioSet
CBR128,16.667,5min,0.847222222,0.891748004,0.847222222,Early AM1,12,AudioSet
CBR128,16.667,5min,0.993055556,0.993197279,0.993055556,Early AM2,12,AudioSet
CBR128,16.667,5min,0.940298507,0.93167222,0.937491269,Early AM3,12,AudioSet
CBR128,16.667,5min,0.938356164,0.931043456,0.944444444,Midday1,12,AudioSet
CBR128,16.667,5min,0.9375,0.945134576,0.9375,Midday2,12,AudioSet
CBR128,16.667,5min,0.993055556,0.993197279,0.993055556,Midday3,12,AudioSet
CBR128,16.667,5min,0.951388889,0.957575758,0.951388889,Midnight1,12,AudioSet
CBR128,16.667,5min,1,1,1,Midnight2,12,AudioSet
CBR128,16.667,5min,1,1,1,Midnight3,12,AudioSet
CBR128,16.667,10min,0.93372093,0.933873264,0.933183156,0840_sample0,None,AudioSet
CBR128,16.667,2_5min,0.93024602,0.930086369,0.929554336,0840_sample0,None,AudioSet
CBR128,16.667,20min,0.946759259,0.946413168,0.94610672,840,None,AudioSet
CBR128,16.667,5min,0.937209302,0.937226292,0.936536727,0840_sample3,None,AudioSet
CBR128,16.667,10min,0.719626168,0.725046352,0.71716429,Quarter_Day_Dawn,4,Analytical_Indices
CBR128,16.667,10min,0.694444444,0.694814815,0.694444444,Quarter_Day_Dusk,4,Analytical_Indices
CBR128,16.667,10min,0.640186916,0.648931311,0.640638845,Quarter_Day_Midday,4,Analytical_Indices
CBR128,16.667,10min,0.847222222,0.846755061,0.847222222,Quarter_Day_Midnight,4,Analytical_Indices
CBR128,16.667,2_5min,0.727803738,0.73560996,0.731049465,Quarter_Day_Dawn,4,Analytical_Indices
CBR128,16.667,2_5min,0.693287037,0.715631913,0.693287037,Quarter_Day_Dusk,4,Analytical_Indices
CBR128,16.667,2_5min,0.786214953,0.789136718,0.790221292,Quarter_Day_Midday,4,Analytical_Indices
CBR128,16.667,2_5min,0.788194444,0.80472701,0.788194444,Quarter_Day_Midnight,4,Analytical_Indices
CBR128,16.667,20min,0.682242991,0.68044013,0.678089721,Quarter_Day_Dawn,4,Analytical_Indices
CBR128,16.667,20min,0.722222222,0.722641045,0.722222222,Quarter_Day_Dusk,4,Analytical_Indices
CBR128,16.667,20min,0.623853211,0.654586895,0.622222222,Quarter_Day_Midday,4,Analytical_Indices
CBR128,16.667,20min,0.842592593,0.845401903,0.842592593,Quarter_Day_Midnight,4,Analytical_Indices
