Obs,Ind,Comp,Pred,Time,N,chunks,frame.size
Grassland,AI,CBR128,Grassland,Morning,13,8,20min
Grassland,AI,CBR16,Grassland,Morning,17,8,20min
Grassland,AI,CBR256,Grassland,Morning,14,8,20min
Grassland,AI,CBR32,Grassland,Morning,18,8,20min
Grassland,AI,CBR320,Grassland,Morning,18,8,20min
Grassland,AI,CBR64,Grassland,Morning,19,8,20min
Grassland,AI,CBR8,Grassland,Morning,25,8,20min
Grassland,AI,RAW,Grassland,Morning,15,8,20min
Grassland,AI,VBR0,Grassland,Morning,20,8,20min
Grassland,AI,CBR128,Grassland,Morning,51,8,5min
Grassland,AI,CBR16,Grassland,Morning,74,8,5min
Grassland,AI,CBR256,Grassland,Morning,49,8,5min
Grassland,AI,CBR32,Grassland,Morning,66,8,5min
Grassland,AI,CBR320,Grassland,Morning,50,8,5min
Grassland,AI,CBR64,Grassland,Morning,68,8,5min
Grassland,AI,CBR8,Grassland,Morning,82,8,5min
Grassland,AI,RAW,Grassland,Morning,49,8,5min
Grassland,AI,VBR0,Grassland,Morning,65,8,5min
Grassland,AS,CBR128,Grassland,Morning,45,8,10min
Grassland,AS,CBR16,Grassland,Morning,45,8,10min
Grassland,AS,CBR256,Grassland,Morning,44,8,10min
Grassland,AS,CBR32,Grassland,Morning,44,8,10min
Grassland,AS,CBR320,Grassland,Morning,43,8,10min
Grassland,AS,CBR64,Grassland,Morning,40,8,10min
Grassland,AS,CBR8,Grassland,Morning,47,8,10min
Grassland,AS,RAW,Grassland,Morning,44,8,10min
Grassland,AS,VBR0,Grassland,Morning,43,8,10min
Grassland,AS,CBR128,Grassland,Morning,179,8,2.5min
Grassland,AS,CBR16,Grassland,Morning,195,8,2.5min
Grassland,AS,CBR256,Grassland,Morning,182,8,2.5min
Grassland,AS,CBR32,Grassland,Morning,187,8,2.5min
Grassland,AS,CBR320,Grassland,Morning,181,8,2.5min
Grassland,AS,CBR64,Grassland,Morning,170,8,2.5min
Grassland,AS,CBR8,Grassland,Morning,197,8,2.5min
Grassland,AS,RAW,Grassland,Morning,180,8,2.5min
Grassland,AS,VBR0,Grassland,Morning,184,8,2.5min
Grassland,AS,CBR128,Grassland,Morning,23,8,20min
Grassland,AS,CBR16,Grassland,Morning,25,8,20min
Grassland,AS,CBR256,Grassland,Morning,23,8,20min
Grassland,AS,CBR32,Grassland,Morning,23,8,20min
Grassland,AS,CBR320,Grassland,Morning,23,8,20min
Grassland,AS,CBR64,Grassland,Morning,20,8,20min
Grassland,AS,CBR8,Grassland,Morning,25,8,20min
Grassland,AS,RAW,Grassland,Morning,23,8,20min
Grassland,AS,VBR0,Grassland,Morning,23,8,20min
Grassland,AS,CBR128,Grassland,Morning,91,8,5min
Grassland,AS,CBR16,Grassland,Morning,94,8,5min
Grassland,AS,CBR256,Grassland,Morning,89,8,5min
Grassland,AS,CBR32,Grassland,Morning,90,8,5min
Grassland,AS,CBR320,Grassland,Morning,90,8,5min
Grassland,AS,CBR64,Grassland,Morning,84,8,5min
Grassland,AS,CBR8,Grassland,Morning,96,8,5min
Grassland,AS,RAW,Grassland,Morning,90,8,5min
Grassland,AS,VBR0,Grassland,Morning,87,8,5min
Grassland,AI,CBR128,Grassland,Dawn,59,4,10min
Grassland,AI,CBR16,Grassland,Dawn,61,4,10min
Grassland,AI,CBR256,Grassland,Dawn,65,4,10min
Grassland,AI,CBR32,Grassland,Dawn,67,4,10min
Grassland,AI,CBR320,Grassland,Dawn,64,4,10min
Grassland,AI,CBR64,Grassland,Dawn,62,4,10min
Grassland,AI,CBR8,Grassland,Dawn,71,4,10min
Grassland,AI,RAW,Grassland,Dawn,70,4,10min
Grassland,AI,VBR0,Grassland,Dawn,55,4,10min
Grassland,AI,CBR128,Grassland,Dawn,214,4,2.5min
Grassland,AI,CBR16,Grassland,Dawn,237,4,2.5min
Grassland,AI,CBR256,Grassland,Dawn,227,4,2.5min
Grassland,AI,CBR32,Grassland,Dawn,217,4,2.5min
Grassland,AI,CBR320,Grassland,Dawn,222,4,2.5min
Grassland,AI,CBR64,Grassland,Dawn,238,4,2.5min
Grassland,AI,CBR8,Grassland,Dawn,246,4,2.5min
Grassland,AI,RAW,Grassland,Dawn,230,4,2.5min
Grassland,AI,VBR0,Grassland,Dawn,236,4,2.5min
Grassland,AI,CBR128,Grassland,Dawn,29,4,20min
Grassland,AI,CBR16,Grassland,Dawn,32,4,20min
Grassland,AI,CBR256,Grassland,Dawn,32,4,20min
Grassland,AI,CBR32,Grassland,Dawn,35,4,20min
Grassland,AI,CBR320,Grassland,Dawn,31,4,20min
Grassland,AI,CBR64,Grassland,Dawn,31,4,20min
Grassland,AI,CBR8,Grassland,Dawn,40,4,20min
Grassland,AI,RAW,Grassland,Dawn,33,4,20min
Grassland,AI,VBR0,Grassland,Dawn,31,4,20min
Grassland,AI,CBR128,Grassland,Dawn,116,4,5min
Grassland,AI,CBR16,Grassland,Dawn,113,4,5min
Grassland,AI,CBR256,Grassland,Dawn,115,4,5min
Grassland,AI,CBR32,Grassland,Dawn,117,4,5min
Grassland,AI,CBR320,Grassland,Dawn,115,4,5min
Grassland,AI,CBR64,Grassland,Dawn,122,4,5min
Grassland,AI,CBR8,Grassland,Dawn,115,4,5min
Grassland,AI,RAW,Grassland,Dawn,126,4,5min
Grassland,AI,VBR0,Grassland,Dawn,109,4,5min
Grassland,AS,CBR128,Grassland,Dawn,80,4,10min
Grassland,AS,CBR16,Grassland,Dawn,77,4,10min
Grassland,AS,CBR256,Grassland,Dawn,78,4,10min
Grassland,AS,CBR32,Grassland,Dawn,77,4,10min
Grassland,AS,CBR320,Grassland,Dawn,78,4,10min
Grassland,AS,CBR64,Grassland,Dawn,75,4,10min
Grassland,AS,CBR8,Grassland,Dawn,80,4,10min
Grassland,AS,RAW,Grassland,Dawn,78,4,10min
Grassland,AS,VBR0,Grassland,Dawn,78,4,10min
Grassland,AS,CBR128,Grassland,Dawn,317,4,2.5min
Grassland,AS,CBR16,Grassland,Dawn,316,4,2.5min
Grassland,AS,CBR256,Grassland,Dawn,317,4,2.5min
Grassland,AS,CBR32,Grassland,Dawn,305,4,2.5min
Grassland,AS,CBR320,Grassland,Dawn,315,4,2.5min
Grassland,AS,CBR64,Grassland,Dawn,302,4,2.5min
Grassland,AS,CBR8,Grassland,Dawn,319,4,2.5min
Grassland,AS,RAW,Grassland,Dawn,316,4,2.5min
Grassland,AS,VBR0,Grassland,Dawn,316,4,2.5min
Grassland,AS,CBR128,Grassland,Dawn,40,4,20min
Grassland,AS,CBR16,Grassland,Dawn,40,4,20min
Grassland,AS,CBR256,Grassland,Dawn,40,4,20min
Grassland,AS,CBR32,Grassland,Dawn,39,4,20min
Grassland,AS,CBR320,Grassland,Dawn,40,4,20min
Grassland,AS,CBR64,Grassland,Dawn,37,4,20min
Grassland,AS,CBR8,Grassland,Dawn,40,4,20min
Grassland,AS,RAW,Grassland,Dawn,40,4,20min
Grassland,AS,VBR0,Grassland,Dawn,40,4,20min
Grassland,AS,CBR128,Grassland,Dawn,156,4,5min
Grassland,AS,CBR16,Grassland,Dawn,154,4,5min
Grassland,AS,CBR256,Grassland,Dawn,155,4,5min
Grassland,AS,CBR32,Grassland,Dawn,150,4,5min
Grassland,AS,CBR320,Grassland,Dawn,155,4,5min
Grassland,AS,CBR64,Grassland,Dawn,147,4,5min
Grassland,AS,CBR8,Grassland,Dawn,157,4,5min
Grassland,AS,RAW,Grassland,Dawn,155,4,5min
Grassland,AS,VBR0,Grassland,Dawn,154,4,5min
Grassland,AI,CBR128,Grassland,Dusk,58,4,10min
Grassland,AI,CBR16,Grassland,Dusk,49,4,10min
Grassland,AI,CBR256,Grassland,Dusk,60,4,10min
Grassland,AI,CBR32,Grassland,Dusk,42,4,10min
Grassland,AI,CBR320,Grassland,Dusk,61,4,10min
Grassland,AI,CBR64,Grassland,Dusk,59,4,10min
Grassland,AI,CBR8,Grassland,Dusk,60,4,10min
Grassland,AI,RAW,Grassland,Dusk,64,4,10min
Grassland,AI,VBR0,Grassland,Dusk,47,4,10min
Grassland,AI,CBR128,Grassland,Dusk,174,4,2.5min
Grassland,AI,CBR16,Grassland,Dusk,167,4,2.5min
Grassland,AI,CBR256,Grassland,Dusk,219,4,2.5min
Grassland,AI,CBR32,Grassland,Dusk,166,4,2.5min
Grassland,AI,CBR320,Grassland,Dusk,159,4,2.5min
Grassland,AI,CBR64,Grassland,Dusk,183,4,2.5min
Grassland,AI,CBR8,Grassland,Dusk,227,4,2.5min
Grassland,AI,RAW,Grassland,Dusk,216,4,2.5min
Grassland,AI,VBR0,Grassland,Dusk,171,4,2.5min
Grassland,AI,CBR128,Grassland,Dusk,33,4,20min
Grassland,AI,CBR16,Grassland,Dusk,23,4,20min
Grassland,AI,CBR256,Grassland,Dusk,33,4,20min
Grassland,AI,CBR32,Grassland,Dusk,20,4,20min
Grassland,AI,CBR320,Grassland,Dusk,23,4,20min
Grassland,AI,CBR64,Grassland,Dusk,26,4,20min
Grassland,AI,CBR8,Grassland,Dusk,26,4,20min
Grassland,AI,RAW,Grassland,Dusk,34,4,20min
Grassland,AI,VBR0,Grassland,Dusk,23,4,20min
Grassland,AI,CBR128,Grassland,Dusk,104,4,5min
Grassland,AI,CBR16,Grassland,Dusk,86,4,5min
Grassland,AI,CBR256,Grassland,Dusk,111,4,5min
Grassland,AI,CBR32,Grassland,Dusk,83,4,5min
Grassland,AI,CBR320,Grassland,Dusk,113,4,5min
Grassland,AI,CBR64,Grassland,Dusk,109,4,5min
Grassland,AI,CBR8,Grassland,Dusk,109,4,5min
Grassland,AI,RAW,Grassland,Dusk,118,4,5min
Grassland,AI,VBR0,Grassland,Dusk,85,4,5min
Grassland,AS,CBR128,Grassland,Dusk,70,4,10min
Grassland,AS,CBR16,Grassland,Dusk,69,4,10min
Grassland,AS,CBR256,Grassland,Dusk,70,4,10min
Grassland,AS,CBR32,Grassland,Dusk,72,4,10min
Grassland,AS,CBR320,Grassland,Dusk,69,4,10min
Grassland,AS,CBR64,Grassland,Dusk,71,4,10min
Grassland,AS,CBR8,Grassland,Dusk,71,4,10min
Grassland,AS,RAW,Grassland,Dusk,70,4,10min
Grassland,AS,VBR0,Grassland,Dusk,69,4,10min
Grassland,AS,CBR128,Grassland,Dusk,277,4,2.5min
Grassland,AS,CBR16,Grassland,Dusk,279,4,2.5min
Grassland,AS,CBR256,Grassland,Dusk,272,4,2.5min
Grassland,AS,CBR32,Grassland,Dusk,279,4,2.5min
Grassland,AS,CBR320,Grassland,Dusk,275,4,2.5min
Grassland,AS,CBR64,Grassland,Dusk,282,4,2.5min
Grassland,AS,CBR8,Grassland,Dusk,275,4,2.5min
Grassland,AS,RAW,Grassland,Dusk,275,4,2.5min
Grassland,AS,VBR0,Grassland,Dusk,274,4,2.5min
Grassland,AS,CBR128,Grassland,Dusk,33,4,20min
Grassland,AS,CBR16,Grassland,Dusk,35,4,20min
Grassland,AS,CBR256,Grassland,Dusk,36,4,20min
Grassland,AS,CBR32,Grassland,Dusk,36,4,20min
Grassland,AS,CBR320,Grassland,Dusk,36,4,20min
Grassland,AS,CBR64,Grassland,Dusk,36,4,20min
Grassland,AS,CBR8,Grassland,Dusk,35,4,20min
Grassland,AS,RAW,Grassland,Dusk,36,4,20min
Grassland,AS,VBR0,Grassland,Dusk,36,4,20min
Grassland,AS,CBR128,Grassland,Dusk,142,4,5min
Grassland,AS,CBR16,Grassland,Dusk,142,4,5min
Grassland,AS,CBR256,Grassland,Dusk,140,4,5min
Grassland,AS,CBR32,Grassland,Dusk,140,4,5min
Grassland,AS,CBR320,Grassland,Dusk,140,4,5min
Grassland,AS,CBR64,Grassland,Dusk,141,4,5min
Grassland,AS,CBR8,Grassland,Dusk,139,4,5min
Grassland,AS,RAW,Grassland,Dusk,141,4,5min
Grassland,AS,VBR0,Grassland,Dusk,140,4,5min
Grassland,AI,CBR128,Grassland,Midday,55,4,10min
Grassland,AI,CBR16,Grassland,Midday,66,4,10min
Grassland,AI,CBR256,Grassland,Midday,67,4,10min
Grassland,AI,CBR32,Grassland,Midday,61,4,10min
Grassland,AI,CBR320,Grassland,Midday,68,4,10min
Grassland,AI,CBR64,Grassland,Midday,65,4,10min
Grassland,AI,CBR8,Grassland,Midday,67,4,10min
Grassland,AI,RAW,Grassland,Midday,69,4,10min
Grassland,AI,VBR0,Grassland,Midday,49,4,10min
Grassland,AI,CBR128,Grassland,Midday,250,4,2.5min
Grassland,AI,CBR16,Grassland,Midday,272,4,2.5min
Grassland,AI,CBR256,Grassland,Midday,259,4,2.5min
Grassland,AI,CBR32,Grassland,Midday,266,4,2.5min
Grassland,AI,CBR320,Grassland,Midday,244,4,2.5min
Grassland,AI,CBR64,Grassland,Midday,256,4,2.5min
Grassland,AI,CBR8,Grassland,Midday,276,4,2.5min
Grassland,AI,RAW,Grassland,Midday,270,4,2.5min
Grassland,AI,VBR0,Grassland,Midday,228,4,2.5min
Grassland,AI,CBR128,Grassland,Midday,28,4,20min
Grassland,AI,CBR16,Grassland,Midday,33,4,20min
Grassland,AI,CBR256,Grassland,Midday,36,4,20min
Grassland,AI,CBR32,Grassland,Midday,34,4,20min
Grassland,AI,CBR320,Grassland,Midday,31,4,20min
Grassland,AI,CBR64,Grassland,Midday,31,4,20min
Grassland,AI,CBR8,Grassland,Midday,36,4,20min
Grassland,AI,RAW,Grassland,Midday,35,4,20min
Grassland,AI,VBR0,Grassland,Midday,31,4,20min
Grassland,AI,CBR128,Grassland,Midday,120,4,5min
Grassland,AI,CBR16,Grassland,Midday,136,4,5min
Grassland,AI,CBR256,Grassland,Midday,137,4,5min
Grassland,AI,CBR32,Grassland,Midday,135,4,5min
Grassland,AI,CBR320,Grassland,Midday,138,4,5min
Grassland,AI,CBR64,Grassland,Midday,131,4,5min
Grassland,AI,CBR8,Grassland,Midday,142,4,5min
Grassland,AI,RAW,Grassland,Midday,135,4,5min
Grassland,AI,VBR0,Grassland,Midday,121,4,5min
Grassland,AS,CBR128,Grassland,Midday,74,4,10min
Grassland,AS,CBR16,Grassland,Midday,72,4,10min
Grassland,AS,CBR256,Grassland,Midday,75,4,10min
Grassland,AS,CBR32,Grassland,Midday,72,4,10min
Grassland,AS,CBR320,Grassland,Midday,74,4,10min
Grassland,AS,CBR64,Grassland,Midday,69,4,10min
Grassland,AS,CBR8,Grassland,Midday,75,4,10min
Grassland,AS,RAW,Grassland,Midday,75,4,10min
Grassland,AS,VBR0,Grassland,Midday,75,4,10min
Grassland,AS,CBR128,Grassland,Midday,305,4,2.5min
Grassland,AS,CBR16,Grassland,Midday,305,4,2.5min
Grassland,AS,CBR256,Grassland,Midday,306,4,2.5min
Grassland,AS,CBR32,Grassland,Midday,307,4,2.5min
Grassland,AS,CBR320,Grassland,Midday,306,4,2.5min
Grassland,AS,CBR64,Grassland,Midday,297,4,2.5min
Grassland,AS,CBR8,Grassland,Midday,316,4,2.5min
Grassland,AS,RAW,Grassland,Midday,304,4,2.5min
Grassland,AS,VBR0,Grassland,Midday,304,4,2.5min
Grassland,AS,CBR128,Grassland,Midday,39,4,20min
Grassland,AS,CBR16,Grassland,Midday,38,4,20min
Grassland,AS,CBR256,Grassland,Midday,39,4,20min
Grassland,AS,CBR32,Grassland,Midday,39,4,20min
Grassland,AS,CBR320,Grassland,Midday,39,4,20min
Grassland,AS,CBR64,Grassland,Midday,36,4,20min
Grassland,AS,CBR8,Grassland,Midday,40,4,20min
Grassland,AS,RAW,Grassland,Midday,39,4,20min
Grassland,AS,VBR0,Grassland,Midday,39,4,20min
Grassland,AS,CBR128,Grassland,Midday,153,4,5min
Grassland,AS,CBR16,Grassland,Midday,154,4,5min
Grassland,AS,CBR256,Grassland,Midday,154,4,5min
Grassland,AS,CBR32,Grassland,Midday,153,4,5min
Grassland,AS,CBR320,Grassland,Midday,154,4,5min
Grassland,AS,CBR64,Grassland,Midday,148,4,5min
Grassland,AS,CBR8,Grassland,Midday,159,4,5min
Grassland,AS,RAW,Grassland,Midday,154,4,5min
Grassland,AS,VBR0,Grassland,Midday,154,4,5min
Grassland,AI,CBR128,Grassland,Midnight,67,4,10min
Grassland,AI,CBR16,Grassland,Midnight,60,4,10min
Grassland,AI,CBR256,Grassland,Midnight,68,4,10min
Grassland,AI,CBR32,Grassland,Midnight,69,4,10min
Grassland,AI,CBR320,Grassland,Midnight,67,4,10min
Grassland,AI,CBR64,Grassland,Midnight,67,4,10min
Grassland,AI,CBR8,Grassland,Midnight,53,4,10min
Grassland,AI,RAW,Grassland,Midnight,66,4,10min
Grassland,AI,VBR0,Grassland,Midnight,56,4,10min
Grassland,AI,CBR128,Grassland,Midnight,285,4,2.5min
Grassland,AI,CBR16,Grassland,Midnight,261,4,2.5min
Grassland,AI,CBR256,Grassland,Midnight,272,4,2.5min
Grassland,AI,CBR32,Grassland,Midnight,255,4,2.5min
Grassland,AI,CBR320,Grassland,Midnight,281,4,2.5min
Grassland,AI,CBR64,Grassland,Midnight,279,4,2.5min
Grassland,AI,CBR8,Grassland,Midnight,227,4,2.5min
Grassland,AI,RAW,Grassland,Midnight,277,4,2.5min
Grassland,AI,VBR0,Grassland,Midnight,280,4,2.5min
Grassland,AI,CBR128,Grassland,Midnight,32,4,20min
Grassland,AI,CBR16,Grassland,Midnight,29,4,20min
Grassland,AI,CBR256,Grassland,Midnight,34,4,20min
Grassland,AI,CBR32,Grassland,Midnight,34,4,20min
Grassland,AI,CBR320,Grassland,Midnight,34,4,20min
Grassland,AI,CBR64,Grassland,Midnight,34,4,20min
Grassland,AI,CBR8,Grassland,Midnight,30,4,20min
Grassland,AI,RAW,Grassland,Midnight,31,4,20min
Grassland,AI,VBR0,Grassland,Midnight,32,4,20min
Grassland,AI,CBR128,Grassland,Midnight,135,4,5min
Grassland,AI,CBR16,Grassland,Midnight,128,4,5min
Grassland,AI,CBR256,Grassland,Midnight,137,4,5min
Grassland,AI,CBR32,Grassland,Midnight,135,4,5min
Grassland,AI,CBR320,Grassland,Midnight,135,4,5min
Grassland,AI,CBR64,Grassland,Midnight,139,4,5min
Grassland,AI,CBR8,Grassland,Midnight,119,4,5min
Grassland,AI,RAW,Grassland,Midnight,141,4,5min
Grassland,AI,VBR0,Grassland,Midnight,123,4,5min
Grassland,AS,CBR128,Grassland,Midnight,72,4,10min
Grassland,AS,CBR16,Grassland,Midnight,61,4,10min
Grassland,AS,CBR256,Grassland,Midnight,72,4,10min
Grassland,AS,CBR32,Grassland,Midnight,72,4,10min
Grassland,AS,CBR320,Grassland,Midnight,72,4,10min
Grassland,AS,CBR64,Grassland,Midnight,72,4,10min
Grassland,AS,CBR8,Grassland,Midnight,66,4,10min
Grassland,AS,RAW,Grassland,Midnight,72,4,10min
Grassland,AS,VBR0,Grassland,Midnight,71,4,10min
Grassland,AS,CBR128,Grassland,Midnight,288,4,2.5min
Grassland,AS,CBR16,Grassland,Midnight,242,4,2.5min
Grassland,AS,CBR256,Grassland,Midnight,288,4,2.5min
Grassland,AS,CBR32,Grassland,Midnight,287,4,2.5min
Grassland,AS,CBR320,Grassland,Midnight,288,4,2.5min
Grassland,AS,CBR64,Grassland,Midnight,288,4,2.5min
Grassland,AS,CBR8,Grassland,Midnight,262,4,2.5min
Grassland,AS,RAW,Grassland,Midnight,288,4,2.5min
Grassland,AS,VBR0,Grassland,Midnight,288,4,2.5min
Grassland,AS,CBR128,Grassland,Midnight,36,4,20min
Grassland,AS,CBR16,Grassland,Midnight,30,4,20min
Grassland,AS,CBR256,Grassland,Midnight,36,4,20min
Grassland,AS,CBR32,Grassland,Midnight,36,4,20min
Grassland,AS,CBR320,Grassland,Midnight,36,4,20min
Grassland,AS,CBR64,Grassland,Midnight,36,4,20min
Grassland,AS,CBR8,Grassland,Midnight,34,4,20min
Grassland,AS,RAW,Grassland,Midnight,36,4,20min
Grassland,AS,VBR0,Grassland,Midnight,36,4,20min
Grassland,AS,CBR128,Grassland,Midnight,144,4,5min
Grassland,AS,CBR16,Grassland,Midnight,122,4,5min
Grassland,AS,CBR256,Grassland,Midnight,144,4,5min
Grassland,AS,CBR32,Grassland,Midnight,144,4,5min
Grassland,AS,CBR320,Grassland,Midnight,144,4,5min
Grassland,AS,CBR64,Grassland,Midnight,144,4,5min
Grassland,AS,CBR8,Grassland,Midnight,130,4,5min
Grassland,AS,RAW,Grassland,Midnight,144,4,5min
Grassland,AS,VBR0,Grassland,Midnight,144,4,5min
Logged,AI,CBR128,Grassland,Day,206,None,2.5min
Logged,AI,CBR256,Grassland,Day,183,None,2.5min
Logged,AI,CBR32,Grassland,Day,95,None,2.5min
Logged,AI,CBR320,Grassland,Day,186,None,2.5min
Logged,AI,CBR64,Grassland,Day,189,None,2.5min
Logged,AI,CBR8,Grassland,Day,19,None,2.5min
Logged,AI,RAW,Grassland,Day,193,None,2.5min
Logged,AI,VBR0,Grassland,Day,195,None,2.5min
Logged,AI,CBR128,Grassland,Day,37,None,20min
Logged,AI,CBR16,Grassland,Day,11,None,20min
Logged,AI,CBR256,Grassland,Day,38,None,20min
Logged,AI,CBR32,Grassland,Day,18,None,20min
Logged,AI,CBR320,Grassland,Day,32,None,20min
Logged,AI,CBR64,Grassland,Day,37,None,20min
Logged,AI,CBR8,Grassland,Day,6,None,20min
Logged,AI,RAW,Grassland,Day,29,None,20min
Logged,AI,VBR0,Grassland,Day,31,None,20min
Logged,AI,CBR128,Grassland,Day,61,None,10min
Logged,AI,RAW,Grassland,Day,46,None,10min
Logged,AI,CBR16,Grassland,Day,16,None,10min
Logged,AI,CBR16,Grassland,Day,31,None,2.5min
Logged,AI,CBR256,Grassland,Day,59,None,10min
Logged,AI,CBR32,Grassland,Day,23,None,10min
Logged,AI,CBR320,Grassland,Day,58,None,10min
Logged,AI,CBR64,Grassland,Day,58,None,10min
Logged,AI,CBR8,Grassland,Day,15,None,10min
Logged,AI,VBR0,Grassland,Day,25,None,10min
Logged,AI,CBR256,Grassland,Day,101,None,5min
Logged,AI,CBR320,Grassland,Day,102,None,5min
Logged,AI,CBR64,Grassland,Day,107,None,5min
Logged,AI,CBR8,Grassland,Day,9,None,5min
Logged,AI,RAW,Grassland,Day,97,None,5min
Logged,AI,VBR0,Grassland,Day,73,None,5min
Logged,AS,CBR128,Grassland,Day,5,None,10min
Logged,AS,CBR16,Grassland,Day,3,None,10min
Logged,AS,CBR256,Grassland,Day,4,None,10min
Logged,AS,CBR32,Grassland,Day,5,None,10min
Logged,AS,CBR320,Grassland,Day,3,None,10min
Logged,AS,CBR64,Grassland,Day,9,None,10min
Logged,AS,CBR8,Grassland,Day,1,None,10min
Logged,AS,RAW,Grassland,Day,3,None,10min
Logged,AS,VBR0,Grassland,Day,4,None,10min
Logged,AS,CBR128,Grassland,Day,27,None,2.5min
Logged,AS,CBR16,Grassland,Day,12,None,2.5min
Logged,AS,CBR256,Grassland,Day,26,None,2.5min
Logged,AS,CBR32,Grassland,Day,21,None,2.5min
Logged,AS,CBR320,Grassland,Day,32,None,2.5min
Logged,AS,CBR64,Grassland,Day,25,None,2.5min
Logged,AS,CBR8,Grassland,Day,3,None,2.5min
Logged,AS,RAW,Grassland,Day,28,None,2.5min
Logged,AS,VBR0,Grassland,Day,30,None,2.5min
Logged,AS,CBR128,Grassland,Day,1,None,20min
Logged,AS,CBR16,Grassland,Day,1,None,20min
Logged,AS,CBR256,Grassland,Day,2,None,20min
Logged,AS,CBR32,Grassland,Day,3,None,20min
Logged,AS,CBR320,Grassland,Day,3,None,20min
Logged,AS,CBR64,Grassland,Day,5,None,20min
Logged,AS,CBR8,Grassland,Day,0,None,20min
Logged,AS,RAW,Grassland,Day,2,None,20min
Logged,AS,VBR0,Grassland,Day,4,None,20min
Logged,AS,CBR128,Grassland,Day,12,None,5min
Logged,AS,CBR16,Grassland,Day,5,None,5min
Logged,AS,CBR256,Grassland,Day,13,None,5min
Logged,AS,CBR32,Grassland,Day,11,None,5min
Logged,AS,CBR320,Grassland,Day,13,None,5min
Logged,AS,CBR64,Grassland,Day,14,None,5min
Logged,AS,CBR8,Grassland,Day,2,None,5min
Logged,AS,RAW,Grassland,Day,11,None,5min
Logged,AS,VBR0,Grassland,Day,16,None,5min
Logged,AI,CBR16,Grassland,Day,22,None,5min
Logged,AI,CBR128,Grassland,Day,105,None,5min
Logged,AI,CBR32,Grassland,Day,54,None,5min
Logged,AI,CBR128,Grassland,Afternoon,2,8,10min
Logged,AI,CBR16,Grassland,Afternoon,2,8,10min
Logged,AI,CBR256,Grassland,Afternoon,1,8,10min
Logged,AI,CBR32,Grassland,Afternoon,0,8,10min
Logged,AI,CBR320,Grassland,Afternoon,1,8,10min
Logged,AI,CBR64,Grassland,Afternoon,0,8,10min
Logged,AI,CBR8,Grassland,Afternoon,0,8,10min
Logged,AI,RAW,Grassland,Afternoon,1,8,10min
Logged,AI,VBR0,Grassland,Afternoon,0,8,10min
Logged,AI,CBR128,Grassland,Afternoon,5,8,2.5min
Logged,AI,CBR16,Grassland,Afternoon,3,8,2.5min
Logged,AI,CBR256,Grassland,Afternoon,9,8,2.5min
Logged,AI,CBR32,Grassland,Afternoon,0,8,2.5min
Logged,AI,CBR320,Grassland,Afternoon,3,8,2.5min
Logged,AI,CBR64,Grassland,Afternoon,4,8,2.5min
Logged,AI,CBR8,Grassland,Afternoon,8,8,2.5min
Logged,AI,RAW,Grassland,Afternoon,12,8,2.5min
Logged,AI,VBR0,Grassland,Afternoon,3,8,2.5min
Logged,AI,CBR128,Grassland,Afternoon,0,8,20min
Logged,AI,CBR16,Grassland,Afternoon,1,8,20min
Logged,AI,CBR256,Grassland,Afternoon,1,8,20min
Logged,AI,CBR32,Grassland,Afternoon,0,8,20min
Logged,AI,CBR320,Grassland,Afternoon,0,8,20min
Logged,AI,CBR64,Grassland,Afternoon,0,8,20min
Logged,AI,CBR8,Grassland,Afternoon,3,8,20min
Logged,AI,RAW,Grassland,Afternoon,0,8,20min
Logged,AI,VBR0,Grassland,Afternoon,0,8,20min
Logged,AI,CBR128,Grassland,Afternoon,4,8,5min
Logged,AI,CBR16,Grassland,Afternoon,3,8,5min
Logged,AI,CBR256,Grassland,Afternoon,4,8,5min
Logged,AI,CBR32,Grassland,Afternoon,0,8,5min
Logged,AI,CBR320,Grassland,Afternoon,3,8,5min
Logged,AI,CBR64,Grassland,Afternoon,1,8,5min
Logged,AI,CBR8,Grassland,Afternoon,2,8,5min
Logged,AI,RAW,Grassland,Afternoon,7,8,5min
Logged,AI,VBR0,Grassland,Afternoon,1,8,5min
Logged,AS,CBR128,Grassland,Afternoon,2,8,10min
Logged,AS,CBR16,Grassland,Afternoon,3,8,10min
Logged,AS,CBR256,Grassland,Afternoon,5,8,10min
Logged,AS,CBR32,Grassland,Afternoon,5,8,10min
Logged,AS,CBR320,Grassland,Afternoon,4,8,10min
Logged,AS,CBR64,Grassland,Afternoon,2,8,10min
Logged,AS,CBR8,Grassland,Afternoon,0,8,10min
Logged,AS,RAW,Grassland,Afternoon,5,8,10min
Logged,AS,VBR0,Grassland,Afternoon,4,8,10min
Logged,AS,CBR128,Grassland,Afternoon,6,8,2.5min
Logged,AS,CBR16,Grassland,Afternoon,8,8,2.5min
Logged,AS,CBR256,Grassland,Afternoon,12,8,2.5min
Logged,AS,CBR32,Grassland,Afternoon,15,8,2.5min
Logged,AS,CBR320,Grassland,Afternoon,15,8,2.5min
Logged,AS,CBR64,Grassland,Afternoon,15,8,2.5min
Logged,AS,CBR8,Grassland,Afternoon,1,8,2.5min
Logged,AS,RAW,Grassland,Afternoon,16,8,2.5min
Logged,AS,VBR0,Grassland,Afternoon,14,8,2.5min
Logged,AS,CBR128,Grassland,Afternoon,1,8,20min
Logged,AS,CBR16,Grassland,Afternoon,1,8,20min
Logged,AS,CBR256,Grassland,Afternoon,2,8,20min
